hour,open,high,low,close,volume
2017/11/11 17:00:00,802.0,949.99,802.0,949.99,1.27318
2017/11/11 18:00:00,949.99,1000.0,949.99,957.0,34.81915
2017/11/11 19:00:00,960.0,999.98,960.0,999.98,37.22461
2017/11/11 20:00:00,999.98,1110.0,961.24,1100.0,163.51885
2017/11/11 21:00:00,1100.0,1245.0,1065.3,1229.9,164.62483
2017/11/11 22:00:00,1229.9,1440.0,1108.0,1250.0,629.86001
2017/11/11 23:00:00,1245.0,1270.05,1158.9,1270.05,275.97396
2017/11/12 00:00:00,1299.0,1349.0,1250.0,1294.99,297.88719
2017/11/12 01:00:00,1294.99,1300.0,1151.0,1203.1,517.86021
2017/11/12 02:00:00,1205.1,1320.0,1205.1,1235.0,31.38437
2017/11/12 03:00:00,1235.5,1399.0,1234.0,1370.0,167.18441
2017/11/12 04:00:00,1370.0,1400.0,1260.0,1354.0,187.14654
2017/11/12 05:00:00,1349.0,1349.0,1225.0,1225.0,31.19076
2017/11/12 06:00:00,1235.0,1300.0,1225.0,1285.0,35.67757
2017/11/12 07:00:00,1284.0,1398.0,1284.0,1337.0,84.50819
2017/11/12 08:00:00,1337.0,1369.0,1311.0,1311.0,49.56362
2017/11/12 09:00:00,1334.0,1335.0,1280.0,1311.0,9.45944
2017/11/12 10:00:00,1333.0,1462.0,1330.0,1455.0,307.64625
2017/11/12 11:00:00,1462.0,1579.0,1444.44,1535.0,406.08121
2017/11/12 12:00:00,1550.0,1780.99,1550.0,1752.0,628.49967
2017/11/12 13:00:00,1750.1,1750.1,1600.0,1690.0,332.06523
2017/11/12 14:00:00,1699.0,1888.0,1680.0,1830.0,419.95979
2017/11/12 15:00:00,1800.0,2507.0,1777.71,1810.2,971.02951
2017/11/12 16:00:00,1879.99,1899.99,1001.0,1600.0,891.94653
2017/11/12 17:00:00,1600.0,1735.0,1200.0,1515.0,723.98958
2017/11/12 18:00:00,1515.0,1749.0,1515.0,1560.0,192.60422
2017/11/12 19:00:00,1560.0,1638.0,1320.0,1347.52,225.88966
2017/11/12 20:00:00,1347.52,1520.0,1150.0,1320.01,365.58345
2017/11/12 21:00:00,1320.05,1482.82,1273.33,1482.82,221.48789
2017/11/12 22:00:00,1444.0,1740.0,1444.0,1628.0,583.76269
2017/11/12 23:00:00,1628.0,1628.0,1450.01,1547.89,151.01035
2017/11/13 00:00:00,1547.89,1547.9,1310.0,1450.57,205.80712
2017/11/13 01:00:00,1375.0,1548.99,1375.0,1491.94,41.47585
2017/11/13 02:00:00,1444.64,1450.0,1340.0,1350.0,47.02947
2017/11/13 03:00:00,1341.0,1341.0,1209.0,1230.0,141.76274
2017/11/13 04:00:00,1230.0,1460.0,1150.0,1300.0,220.98966
2017/11/13 05:00:00,1300.0,1400.7,1222.91,1343.62,80.56217
2017/11/13 06:00:00,1376.85,1493.0,1285.05,1455.01,317.39679
2017/11/13 07:00:00,1489.11,1610.0,1404.0,1520.0,275.59397
2017/11/13 08:00:00,1520.0,1544.04,1312.5,1362.84,115.84399
2017/11/13 09:00:00,1362.84,1449.99,1303.21,1305.82,114.11879
2017/11/13 10:00:00,1307.0,1418.6,1300.0,1372.28,42.54455
2017/11/13 11:00:00,1373.97,1387.97,1307.0,1374.99,105.89042
2017/11/13 12:00:00,1340.0,1374.99,1270.21,1270.75,76.84741
2017/11/13 13:00:00,1299.0,1300.0,1150.0,1197.99,276.53704
2017/11/13 14:00:00,1194.99,1195.99,1011.0,1150.0,276.0129
2017/11/13 15:00:00,1110.01,1250.0,1078.0,1238.64,109.86422
2017/11/13 16:00:00,1250.0,1310.3,1150.0,1161.07,77.98499
2017/11/13 17:00:00,1161.07,1196.92,1110.0,1190.4,66.15768
2017/11/13 18:00:00,1152.72,1227.86,1150.04,1150.04,23.10612
2017/11/13 19:00:00,1159.02,1199.99,1125.0,1144.58,32.29402
2017/11/13 20:00:00,1130.95,1198.2,1090.0,1113.0,79.2558
2017/11/13 21:00:00,1108.99,1141.99,1083.0,1085.12,70.94322
2017/11/13 22:00:00,1085.12,1190.0,1030.0,1126.01,203.7893
2017/11/13 23:00:00,1159.99,1328.0,1135.0,1252.0,362.70793
2017/11/14 00:00:00,1252.0,1252.25,1165.03,1190.11,86.18772
2017/11/14 01:00:00,1190.11,1327.11,1190.0,1270.0,123.29095
2017/11/14 02:00:00,1308.08,1325.0,1236.0,1325.0,65.40168
