hour,open,high,low,close,volume
2018/04/17 13:00:00,0.25551,0.288,0.25551,0.26664,8143693.23
2018/04/17 14:00:00,0.2666,0.27798,0.2601,0.262,8317923.61
2018/04/17 15:00:00,0.26221,0.26396,0.248,0.25664,8420095.41
2018/04/17 16:00:00,0.25662,0.263,0.25489,0.25698,4686043.91
2018/04/17 17:00:00,0.25636,0.25998,0.25229,0.25631,3510038.13
2018/04/17 18:00:00,0.25631,0.2598,0.253,0.25536,2679611.51
2018/04/17 19:00:00,0.25625,0.25699,0.2532,0.25638,2128096.83
2018/04/17 20:00:00,0.25638,0.262,0.255,0.26129,1986546.44
2018/04/17 21:00:00,0.26097,0.2666,0.25596,0.25779,3875487.09
2018/04/17 22:00:00,0.25779,0.25998,0.257,0.25751,1888973.11
2018/04/17 23:00:00,0.25751,0.25833,0.25402,0.25445,2882083.12
2018/04/18 00:00:00,0.25512,0.257,0.254,0.2557,1501742.57
2018/04/18 01:00:00,0.2557,0.257,0.253,0.25327,1971838.36
2018/04/18 02:00:00,0.25327,0.258,0.25326,0.2574,1462275.93
2018/04/18 03:00:00,0.25742,0.2577,0.25039,0.25194,3024891.08
2018/04/18 04:00:00,0.25194,0.2529,0.248,0.25067,3883669.63
2018/04/18 05:00:00,0.25067,0.255,0.2485,0.25482,1782619.47
2018/04/18 06:00:00,0.2548,0.25499,0.2515,0.25208,1145260.45
2018/04/18 07:00:00,0.25203,0.25203,0.246,0.24721,1596504.82
2018/04/18 08:00:00,0.24721,0.2475,0.23983,0.2426,2574898.54
2018/04/18 09:00:00,0.2426,0.25046,0.24201,0.24999,1066424.67
2018/04/18 10:00:00,0.24999,0.251,0.24658,0.249,950433.45
2018/04/18 11:00:00,0.24913,0.25088,0.2487,0.24889,846752.14
2018/04/18 12:00:00,0.2487,0.249,0.24696,0.24785,530225.31
2018/04/18 13:00:00,0.24783,0.24783,0.24516,0.24573,448442.02
2018/04/18 14:00:00,0.24573,0.24682,0.24401,0.24607,1187153.76
2018/04/18 15:00:00,0.24607,0.25205,0.24309,0.25116,1835364.7
2018/04/18 16:00:00,0.25138,0.25275,0.25,0.25072,2101561.44
2018/04/18 17:00:00,0.25071,0.25128,0.24827,0.25,1145349.86
2018/04/18 18:00:00,0.24998,0.254,0.2492,0.24948,472124.76
2018/04/18 19:00:00,0.24951,0.2505,0.24716,0.24782,1356441.73
2018/04/18 20:00:00,0.24784,0.25049,0.24781,0.24999,642043.88
2018/04/18 21:00:00,0.25037,0.25279,0.25004,0.25185,1184043.14
2018/04/18 22:00:00,0.25185,0.25436,0.24934,0.25142,1433240.58
2018/04/18 23:00:00,0.25142,0.2549,0.24798,0.24799,1747901.07
2018/04/19 00:00:00,0.24857,0.25095,0.24628,0.24887,1563128.15
2018/04/19 01:00:00,0.24924,0.254,0.24885,0.25366,1042195.94
2018/04/19 02:00:00,0.25358,0.25489,0.25101,0.25288,1067687.88
2018/04/19 03:00:00,0.25304,0.25419,0.25206,0.25398,622691.52
2018/04/19 04:00:00,0.25398,0.25958,0.25335,0.25569,1922753.63
2018/04/19 05:00:00,0.25569,0.25961,0.25499,0.25928,2714164.33
2018/04/19 06:00:00,0.25928,0.26129,0.258,0.26129,1556962.8
2018/04/19 07:00:00,0.2612,0.2646,0.2595,0.26089,2190407.05
2018/04/19 08:00:00,0.26088,0.26421,0.25983,0.262,1700601.98
2018/04/19 09:00:00,0.26199,0.2684,0.2604,0.26675,4058846.16
2018/04/19 10:00:00,0.26675,0.275,0.265,0.2727,3046414.97
2018/04/19 11:00:00,0.2727,0.2745,0.2655,0.27398,2562902.41
2018/04/19 12:00:00,0.27341,0.27414,0.267,0.27136,1726414.78
2018/04/19 13:00:00,0.27136,0.27216,0.2639,0.26817,3315676.73
2018/04/19 14:00:00,0.268,0.26914,0.26401,0.2662,1810058.32
2018/04/19 15:00:00,0.26619,0.2665,0.26382,0.26514,2203840.55
2018/04/19 16:00:00,0.26514,0.267,0.258,0.262,5150617.79
2018/04/19 17:00:00,0.262,0.26635,0.25777,0.26246,1716603.66
2018/04/19 18:00:00,0.26217,0.26429,0.26011,0.2616,1390884.57
2018/04/19 19:00:00,0.26188,0.26495,0.26163,0.26349,1218537.8
2018/04/19 20:00:00,0.26349,0.26466,0.2627,0.26382,1376888.61
2018/04/19 21:00:00,0.26387,0.26779,0.26326,0.2672,1447133.27
2018/04/19 22:00:00,0.2672,0.2725,0.26715,0.27168,2489855.93
2018/04/19 23:00:00,0.27168,0.27199,0.26505,0.26943,3334752.16
2018/04/20 00:00:00,0.26961,0.2705,0.26795,0.26892,1221236.33
2018/04/20 01:00:00,0.26889,0.275,0.26889,0.27017,2763170.87
2018/04/20 02:00:00,0.27017,0.27249,0.2695,0.27079,1481728.65
2018/04/20 03:00:00,0.27156,0.2743,0.27082,0.27368,1346798.24
2018/04/20 04:00:00,0.27368,0.27368,0.2685,0.26906,2025280.04
2018/04/20 05:00:00,0.269,0.27,0.26803,0.26929,816595.26
2018/04/20 06:00:00,0.2687,0.2711,0.2681,0.269,1289715.71
2018/04/20 07:00:00,0.269,0.272,0.26872,0.26886,1868821.8
2018/04/20 08:00:00,0.26886,0.2715,0.26801,0.27004,1197205.61
2018/04/20 09:00:00,0.27004,0.27791,0.26915,0.2772,3963094.71
2018/04/20 10:00:00,0.2772,0.285,0.271,0.28391,4538900.94
2018/04/20 11:00:00,0.2838,0.2838,0.27548,0.27897,3271457.21
2018/04/20 12:00:00,0.27877,0.28193,0.27677,0.27852,1971722.16
2018/04/20 13:00:00,0.27843,0.27928,0.2699,0.27015,4285637.05
2018/04/20 14:00:00,0.27015,0.27518,0.26648,0.27396,3493162.19
2018/04/20 15:00:00,0.27388,0.27779,0.2725,0.27744,2122571.81
2018/04/20 16:00:00,0.27744,0.28041,0.27635,0.277,2086070.31
2018/04/20 17:00:00,0.2773,0.2799,0.27506,0.27593,2036843.5
2018/04/20 18:00:00,0.27512,0.27829,0.27023,0.27738,1558955.29
2018/04/20 19:00:00,0.27696,0.284,0.27536,0.28295,3266945.1
2018/04/20 20:00:00,0.28295,0.2865,0.28295,0.28509,2913362.59
2018/04/20 21:00:00,0.28509,0.29102,0.28457,0.28658,4655393.45
2018/04/20 22:00:00,0.28658,0.28905,0.2851,0.2866,2632732.1
2018/04/20 23:00:00,0.28659,0.28759,0.2851,0.28589,1571082.61
2018/04/21 00:00:00,0.28584,0.28601,0.28343,0.28494,1574460.13
2018/04/21 01:00:00,0.28494,0.2889,0.28437,0.28745,1933595.9
2018/04/21 02:00:00,0.28783,0.295,0.286,0.2919,3757853.55
2018/04/21 03:00:00,0.2919,0.29827,0.29101,0.2942,3072439.52
2018/04/21 04:00:00,0.29414,0.29788,0.292,0.29744,2274350.3
2018/04/21 05:00:00,0.29743,0.29743,0.29105,0.29476,2486713.1
2018/04/21 06:00:00,0.29473,0.29937,0.292,0.29668,2366394.35
2018/04/21 07:00:00,0.2965,0.30442,0.29315,0.29795,5871138.47
2018/04/21 08:00:00,0.29782,0.30168,0.29602,0.30108,3379400.15
2018/04/21 09:00:00,0.30161,0.307,0.29764,0.30132,3802246.79
2018/04/21 10:00:00,0.30132,0.30132,0.28769,0.29171,9068017.71
2018/04/21 11:00:00,0.29201,0.29875,0.2906,0.295,3098902.44
2018/04/21 12:00:00,0.29491,0.2987,0.2948,0.297,1586394.65
2018/04/21 13:00:00,0.29699,0.298,0.29554,0.29611,2102858.65
2018/04/21 14:00:00,0.29611,0.29699,0.29573,0.29637,1035830.33
2018/04/21 15:00:00,0.29637,0.29992,0.29588,0.29914,2198070.13
2018/04/21 16:00:00,0.29915,0.30248,0.29518,0.29576,7042055.31
2018/04/21 17:00:00,0.29564,0.2958,0.28313,0.28551,6479576.88
2018/04/21 18:00:00,0.2856,0.28999,0.2717,0.28037,7639941.36
2018/04/21 19:00:00,0.28041,0.287,0.274,0.27559,5066458.41
2018/04/21 20:00:00,0.27559,0.28,0.26509,0.277,10815406.93
2018/04/21 21:00:00,0.277,0.28574,0.27409,0.28079,5038523.57
2018/04/21 22:00:00,0.28065,0.282,0.2762,0.28068,3099785.6
