hour,open,high,low,close,volume
2017/11/06 12:00:00,1.5,1.799,0.5,1.7,649.12
2017/11/06 13:00:00,1.3,1.65,1.3,1.6479,8147.72
2017/11/06 14:00:00,1.5457,1.5525,1.5455,1.5458,6628.2
2017/11/06 15:00:00,1.5458,1.681,1.5387,1.681,22767.9
2017/11/06 16:00:00,1.6809,1.6809,1.6,1.625,14938.73
2017/11/06 17:00:00,1.6011,1.6379,1.601,1.6378,5888.89
2017/11/06 18:00:00,1.602,1.6366,1.58,1.6366,6643.14
2017/11/06 19:00:00,1.601,1.6479,1.6,1.6479,4885.62
2017/11/06 20:00:00,1.6479,1.676,1.6288,1.6288,4324.77
2017/11/06 21:00:00,1.6288,1.6288,1.5803,1.5804,5834.38
2017/11/06 22:00:00,1.6,1.6,1.5804,1.6,489.15
2017/11/06 23:00:00,1.5805,1.61,1.5645,1.61,9040.61
2017/11/07 00:00:00,1.6098,1.6148,1.5908,1.6148,6822.39
2017/11/07 01:00:00,1.6148,1.631,1.6148,1.6148,1957.74
2017/11/07 02:00:00,1.6108,1.627,1.57,1.5829,5646.76
2017/11/07 03:00:00,1.5868,1.6028,1.5645,1.5908,909.99
2017/11/07 04:00:00,1.6028,1.6028,1.571,1.5868,3255.32
2017/11/07 05:00:00,1.5948,1.598,1.5763,1.5789,2629.14
2017/11/07 06:00:00,1.5711,1.5868,1.556,1.571,1707.62
2017/11/07 07:00:00,1.5789,1.5868,1.55,1.5631,4534.05
2017/11/07 08:00:00,1.5553,1.577,1.5553,1.571,2914.1
2017/11/07 09:00:00,1.571,1.5948,1.545,1.571,3617.43
2017/11/07 10:00:00,1.5789,1.5789,1.5389,1.5389,3781.84
2017/11/07 11:00:00,1.5389,1.5389,1.5389,1.5389,0.72
2017/11/07 12:00:00,1.58,1.6188,1.55,1.6188,957.27
2017/11/07 13:00:00,1.6184,1.6188,1.5548,1.5705,7268.47
2017/11/07 14:00:00,1.5705,1.602,1.5705,1.602,3914.23
2017/11/07 15:00:00,1.59,1.59,1.5705,1.5705,3046.71
2017/11/07 16:00:00,1.5705,1.5705,1.5705,1.5705,13.76
2017/11/07 17:00:00,1.59,1.595,1.58,1.5949,371.0
2017/11/07 18:00:00,1.588,1.588,1.5548,1.5864,865.9
2017/11/07 19:00:00,1.5864,1.5864,1.565,1.5864,117.38
2017/11/07 20:00:00,1.5864,1.6184,1.5705,1.5864,3226.54
2017/11/07 21:00:00,1.6183,1.6266,1.6,1.6103,6772.42
2017/11/07 22:00:00,1.6103,1.6103,1.5801,1.5942,1466.33
2017/11/07 23:00:00,1.6023,1.7,1.6023,1.6999,31475.45
2017/11/08 00:00:00,1.689,1.7885,1.689,1.7353,20789.1
2017/11/08 01:00:00,1.7191,1.7191,1.6593,1.7099,11302.08
2017/11/08 02:00:00,1.7099,1.799,1.7099,1.7704,20031.7
2017/11/08 03:00:00,1.7616,1.799,1.7288,1.799,3980.17
2017/11/08 04:00:00,1.799,1.799,1.799,1.799,55.4
2017/11/08 05:00:00,1.79,1.7989,1.7634,1.7634,905.28
2017/11/08 06:00:00,1.7634,1.7634,1.7196,1.72,838.74
2017/11/08 07:00:00,1.7196,1.737,1.7196,1.737,959.82
2017/11/08 08:00:00,1.737,1.8,1.737,1.8,8371.99
2017/11/08 09:00:00,1.7901,1.9,1.7479,1.8718,11333.76
2017/11/08 10:00:00,1.8719,1.946,1.8,1.8013,21109.55
2017/11/08 11:00:00,1.8025,1.8999,1.77,1.8113,12618.94
2017/11/08 12:00:00,1.8,1.82,1.8,1.81,2411.3
2017/11/08 13:00:00,1.8891,1.99,1.882,1.9,25161.05
2017/11/08 14:00:00,1.882,1.9498,1.838,1.87,8069.4
2017/11/08 15:00:00,1.8789,1.9486,1.8235,1.8513,6005.23
2017/11/08 16:00:00,1.8616,1.988,1.8616,1.8631,1740.94
2017/11/08 17:00:00,1.9448,1.9448,1.8763,1.8763,794.63
2017/11/08 18:00:00,1.8763,1.94,1.8757,1.935,5934.33
2017/11/08 19:00:00,1.935,1.935,1.8998,1.8998,2502.36
2017/11/08 20:00:00,1.8998,1.8999,1.8736,1.8736,5774.17
2017/11/08 21:00:00,1.87,1.8998,1.821,1.821,15802.86
2017/11/08 22:00:00,1.8211,1.8799,1.8211,1.8369,800.75
2017/11/08 23:00:00,1.8369,1.929,1.8368,1.8996,15267.67
2017/11/09 00:00:00,1.899,1.93,1.869,1.93,3106.43
2017/11/09 01:00:00,1.9249,1.9249,1.9234,1.9235,1542.13
2017/11/09 02:00:00,1.93,1.95,1.849,1.93,8905.22
2017/11/09 03:00:00,1.94,1.99,1.78,1.895,67528.43
2017/11/09 04:00:00,1.895,1.9734,1.87,1.95,20592.01
2017/11/09 05:00:00,1.91,1.99,1.9,1.95,30693.33
2017/11/09 06:00:00,1.9779,1.9897,1.9,1.9,4780.01
2017/11/09 07:00:00,1.9,1.9888,1.9,1.9887,14958.57
2017/11/09 08:00:00,1.9001,1.9899,1.875,1.9889,59857.19
2017/11/09 09:00:00,1.9781,1.9899,1.9,1.9251,10856.9
2017/11/09 10:00:00,1.9255,1.9999,1.925,1.999,10818.35
2017/11/09 11:00:00,1.998,1.999,1.931,1.989,13813.47
2017/11/09 12:00:00,1.9889,2.05,1.9408,2.05,9300.12
2017/11/09 13:00:00,1.96,2.0295,1.96,2.0294,2017.06
2017/11/09 14:00:00,2.0294,2.0295,1.9761,2.0,4154.51
2017/11/09 15:00:00,2.0,2.02,2.0,2.02,5021.79
2017/11/09 16:00:00,2.0197,2.02,1.9808,2.0182,3609.06
