hour,open,high,low,close,volume
2018/05/28 14:00:00,12.49,12.65,11.3,11.8175,155893.82
2018/05/28 15:00:00,11.8916,12.1012,11.71,11.9997,88087.08
2018/05/28 16:00:00,12.01,12.32,11.8783,11.9368,106634.92
2018/05/28 17:00:00,11.9393,12.05,11.710999999999999,11.8614,147571.11
2018/05/28 18:00:00,11.8796,11.9996,11.7842,11.8261,145249.59
2018/05/28 19:00:00,11.825999999999999,11.9702,11.8059,11.9224,203009.97
2018/05/28 20:00:00,11.91,11.9485,11.7,11.8004,240562.22
2018/05/28 21:00:00,11.8052,12.33,11.52,12.2413,256346.77
2018/05/28 22:00:00,12.2333,12.2968,12.1281,12.22,162220.31
2018/05/28 23:00:00,12.2358,12.3,12.0228,12.0737,181039.08
2018/05/29 00:00:00,12.0938,12.1887,11.93,12.0,179997.03
2018/05/29 01:00:00,11.9991,12.1365,11.9209,12.0149,120773.39
2018/05/29 02:00:00,12.0148,12.075,11.9,12.075,215340.54
2018/05/29 03:00:00,12.0751,12.0898,11.934000000000001,12.0054,182895.82
2018/05/29 04:00:00,12.004000000000001,12.195,11.9909,12.1259,190551.92
2018/05/29 05:00:00,12.11,12.22,12.0219,12.0999,106062.52
2018/05/29 06:00:00,12.0999,12.1,11.7,11.773,258873.85
2018/05/29 07:00:00,11.7728,11.7809,11.28,11.7212,311324.86
2018/05/29 08:00:00,11.7212,11.73,11.4501,11.4788,241823.52
2018/05/29 09:00:00,11.4853,11.6931,11.4793,11.622,198331.75
2018/05/29 10:00:00,11.622,11.69,11.32,11.6116,300825.19
2018/05/29 11:00:00,11.6091,11.6116,11.41,11.5614,203425.36
2018/05/29 12:00:00,11.5615,11.6748,11.4499,11.6074,189625.88
2018/05/29 13:00:00,11.6074,11.6715,11.5262,11.5509,183412.12
2018/05/29 14:00:00,11.5484,11.5598,10.7,10.8618,577407.99
2018/05/29 15:00:00,10.8618,11.0687,10.7,10.8243,315822.19
2018/05/29 16:00:00,10.8219,11.28,10.8054,11.1525,265754.6
2018/05/29 17:00:00,11.1525,11.395999999999999,11.0574,11.1611,294642.6
2018/05/29 18:00:00,11.17,11.1793,10.84,11.1112,243246.71
2018/05/29 19:00:00,11.1201,11.46,11.02,11.4492,217870.66
2018/05/29 20:00:00,11.449000000000002,12.0617,11.4301,11.8201,535005.1
2018/05/29 21:00:00,11.8207,11.99,11.6906,11.7881,306601.57
2018/05/29 22:00:00,11.7882,12.1,11.7882,11.9075,313758.16
2018/05/29 23:00:00,11.8993,11.9679,11.71,11.8097,270864.4
2018/05/30 00:00:00,11.8208,11.8516,11.7041,11.8247,233416.61
2018/05/30 01:00:00,11.8345,11.9851,11.78,11.8822,216345.28
2018/05/30 02:00:00,11.8908,12.2132,11.8009,12.1664,256377.55
2018/05/30 03:00:00,12.1661,12.465,12.13,12.2306,449131.47
2018/05/30 04:00:00,12.2421,12.383,12.138,12.19,242854.68
2018/05/30 05:00:00,12.2067,12.36,12.0826,12.1871,231515.75
2018/05/30 06:00:00,12.1871,12.2499,12.09,12.2088,220965.04
2018/05/30 07:00:00,12.2088,12.2518,11.8327,11.9101,268176.46
2018/05/30 08:00:00,11.9178,12.1501,11.8306,12.1112,173815.22
2018/05/30 09:00:00,12.1113,12.2499,11.9918,12.1662,210246.42
2018/05/30 10:00:00,12.1785,12.5675,12.1785,12.33,298651.52
2018/05/30 11:00:00,12.33,12.4883,12.25,12.3121,259640.04
2018/05/30 12:00:00,12.3062,12.324000000000002,12.0802,12.207,271170.62
2018/05/30 13:00:00,12.207,12.3509,12.1664,12.2993,197820.97
2018/05/30 14:00:00,12.2982,12.3509,12.2146,12.2484,217893.29
2018/05/30 15:00:00,12.2484,12.82,11.9804,12.1485,292299.7
2018/05/30 16:00:00,12.1483,12.2324,12.05,12.2116,208694.09
2018/05/30 17:00:00,12.2117,12.2615,12.0551,12.1499,234846.2
2018/05/30 18:00:00,12.1499,12.3389,12.0791,12.2423,237280.3
2018/05/30 19:00:00,12.2696,12.3956,12.2,12.325999999999999,206630.23
2018/05/30 20:00:00,12.3286,12.46,12.29,12.3268,253177.76
2018/05/30 21:00:00,12.319,12.3559,12.2256,12.2649,248901.59
2018/05/30 22:00:00,12.2637,12.3192,12.1064,12.2181,266616.51
2018/05/30 23:00:00,12.2113,12.228,11.6907,11.8977,313624.67
2018/05/31 00:00:00,11.8706,11.95,11.69,11.8026,395875.56
2018/05/31 01:00:00,11.7975,11.8594,11.6206,11.8205,396377.58
2018/05/31 02:00:00,11.8277,11.9797,11.7801,11.8084,291858.5
2018/05/31 03:00:00,11.8084,11.8499,11.75,11.7827,246445.23
2018/05/31 04:00:00,11.7919,12.17,11.7483,11.7713,300972.74
2018/05/31 05:00:00,11.7716,11.9026,11.7674,11.8539,301021.59
2018/05/31 06:00:00,11.8465,11.9,11.78,11.8063,295761.74
2018/05/31 07:00:00,11.8063,11.8063,11.73,11.7424,314004.73
2018/05/31 08:00:00,11.7424,12.147,11.64,11.8968,255052.6
2018/05/31 09:00:00,11.8712,12.3046,11.8116,12.2701,309994.87
2018/05/31 10:00:00,12.2701,12.2712,12.0,12.0316,277810.49
2018/05/31 11:00:00,12.0316,12.1207,12.0206,12.0997,228890.65
2018/05/31 12:00:00,12.1,12.2993,12.0997,12.1707,240058.95
2018/05/31 13:00:00,12.1526,12.35,12.1526,12.3179,227537.94
2018/05/31 14:00:00,12.3179,12.3746,12.2116,12.2808,275328.0
2018/05/31 15:00:00,12.2978,12.41,12.27,12.3446,249057.89
2018/05/31 16:00:00,12.3377,12.4,12.2611,12.3202,258814.4
2018/05/31 17:00:00,12.3299,12.3456,12.1579,12.276,269195.39
2018/05/31 18:00:00,12.2761,12.3486,12.1916,12.2846,335849.51
2018/05/31 19:00:00,12.2846,12.3059,12.1725,12.2711,241931.39
2018/05/31 20:00:00,12.2771,12.34,12.2704,12.276,321805.66
2018/05/31 21:00:00,12.2762,12.3791,12.270999999999999,12.2718,278057.53
2018/05/31 22:00:00,12.2724,12.3144,12.1799,12.2668,241580.82
2018/05/31 23:00:00,12.2426,12.3099,12.2111,12.3098,234683.95
2018/06/01 00:00:00,12.3097,12.35,12.2111,12.2655,272138.24
2018/06/01 01:00:00,12.2655,12.3499,12.19,12.2821,269094.34
2018/06/01 02:00:00,12.2949,12.74,12.28,12.6442,333957.59
2018/06/01 03:00:00,12.6574,12.7147,12.5009,12.6272,272203.0
2018/06/01 04:00:00,12.6272,12.6393,12.47,12.4861,309361.92
2018/06/01 05:00:00,12.4702,12.5,12.3701,12.4473,264398.28
2018/06/01 06:00:00,12.4264,12.517999999999999,12.4138,12.4294,249156.35
2018/06/01 07:00:00,12.4373,12.4506,12.1504,12.2198,298746.67
2018/06/01 08:00:00,12.2198,12.3651,12.0736,12.2353,280366.97
2018/06/01 09:00:00,12.2351,12.35,12.1949,12.2448,217349.65
2018/06/01 10:00:00,12.26,12.27,12.1392,12.1891,257631.6
2018/06/01 11:00:00,12.1699,12.2857,12.1535,12.2565,233264.37
2018/06/01 12:00:00,12.27,12.3798,12.1945,12.3108,276882.44
2018/06/01 13:00:00,12.3108,12.3108,11.9614,12.0636,298604.01
2018/06/01 14:00:00,12.0501,12.1037,11.9217,12.0822,245823.72
2018/06/01 15:00:00,12.0824,12.25,12.0261,12.1904,247248.57
2018/06/01 16:00:00,12.2049,12.35,12.1912,12.2523,251463.12
2018/06/01 17:00:00,12.2523,12.35,12.1215,12.2552,273323.57
2018/06/01 18:00:00,12.2691,12.2694,12.12,12.1204,228821.85
2018/06/01 19:00:00,12.12,12.1932,12.0901,12.1707,251553.2
2018/06/01 20:00:00,12.1706,12.2115,11.8776,11.9071,317497.2
2018/06/01 21:00:00,11.8992,12.05,11.8354,12.0229,244016.44
2018/06/01 22:00:00,12.0155,12.119000000000002,11.9311,12.0037,230570.1
2018/06/01 23:00:00,12.0231,12.0898,12.0038,12.0472,221017.65
2018/06/02 00:00:00,12.0472,12.14,11.9771,12.1165,229174.81
2018/06/02 01:00:00,12.1245,12.2772,12.0202,12.2286,263992.78
2018/06/02 02:00:00,12.2286,12.3889,12.0807,12.1269,290553.8
2018/06/02 03:00:00,12.1194,12.1498,12.0235,12.0791,232480.97
2018/06/02 04:00:00,12.0628,12.1073,11.9413,11.9901,254642.74
2018/06/02 05:00:00,11.9902,12.21,11.93,12.058,217671.52
2018/06/02 06:00:00,12.0757,12.0757,12.007,12.0312,188695.14
2018/06/02 07:00:00,12.0312,12.1638,12.02,12.0935,218194.07
2018/06/02 08:00:00,12.0938,12.3738,12.02,12.2048,255663.56
2018/06/02 09:00:00,12.2143,12.3,12.1039,12.1785,224415.96
2018/06/02 10:00:00,12.1669,12.308,12.12,12.2449,210143.22
2018/06/02 11:00:00,12.2572,12.3887,12.235,12.3291,225736.97
2018/06/02 12:00:00,12.3289,12.4501,12.2864,12.3296,213225.48
2018/06/02 13:00:00,12.3296,12.3902,12.3102,12.3779,254270.41
2018/06/02 14:00:00,12.3779,12.4878,12.3206,12.4739,256115.4
2018/06/02 15:00:00,12.4586,12.69,12.29,12.59,254059.53
2018/06/02 16:00:00,12.5899,12.8866,12.3918,12.720999999999998,323707.88
2018/06/02 17:00:00,12.73,13.7125,12.7225,13.4187,499692.12
2018/06/02 18:00:00,13.4002,13.6499,13.35,13.5823,362163.55
2018/06/02 19:00:00,13.5699,14.55,13.536,14.4223,730793.76
2018/06/02 20:00:00,14.4223,14.5,13.8368,13.9841,502043.08
2018/06/02 21:00:00,13.9613,14.1,13.68,13.9748,380903.32
2018/06/02 22:00:00,13.985,14.1979,13.8245,14.0676,319444.43
2018/06/02 23:00:00,14.0677,14.1301,13.8,14.079,297972.04
2018/06/03 00:00:00,14.079,14.7171,14.0118,14.5012,538642.13
2018/06/03 01:00:00,14.5188,14.8765,14.3,14.800999999999998,477240.4
2018/06/03 02:00:00,14.7901,15.3499,14.7899,15.0666,757585.01
2018/06/03 03:00:00,15.0666,15.2382,14.6496,15.0389,433865.27
2018/06/03 04:00:00,15.0397,15.33,14.8375,15.1691,335047.97
2018/06/03 05:00:00,15.169,15.6774,14.2524,14.57,608309.48
2018/06/03 06:00:00,14.57,14.98,14.08,14.4001,824246.75
2018/06/03 07:00:00,14.401,14.7438,14.01,14.5986,441635.0
