hour,open,high,low,close,volume
2018/05/31 18:00:00,1.4,2.15,1.4,1.7051,130053.01
2018/05/31 19:00:00,1.7059,1.7399,1.6881,1.7249,81927.3
2018/05/31 20:00:00,1.7205,1.7733,1.7113,1.7285,169201.06
2018/05/31 21:00:00,1.7266,1.76,1.7124,1.7358,291267.75
2018/05/31 22:00:00,1.7349,1.75,1.6951,1.7394,257386.74
2018/05/31 23:00:00,1.7389,1.7498,1.7266,1.7402,255248.93
2018/06/01 00:00:00,1.743,1.81,1.7402,1.7787,566233.31
2018/06/01 01:00:00,1.7787,1.7823,1.75,1.7699,364077.25
2018/06/01 02:00:00,1.7667,1.8369,1.7657,1.8,331274.28
2018/06/01 03:00:00,1.8038,1.817,1.7819,1.787,386623.36
2018/06/01 04:00:00,1.782,1.7864,1.761,1.7612,289584.74
2018/06/01 05:00:00,1.7613,1.7799,1.754,1.7587,364370.19
2018/06/01 06:00:00,1.7623,1.7797,1.7574,1.766,188971.93
2018/06/01 07:00:00,1.7663,1.7758,1.7247,1.7304,430242.42
2018/06/01 08:00:00,1.7309,1.77,1.7251,1.7547,194805.02
2018/06/01 09:00:00,1.7548,1.773,1.7514,1.7537,291754.61
2018/06/01 10:00:00,1.756,1.7678,1.7362,1.7532,284849.21
2018/06/01 11:00:00,1.7543,1.765,1.7515,1.7534,167276.44
2018/06/01 12:00:00,1.7526,1.7541,1.7397,1.7474,313603.82
2018/06/01 13:00:00,1.7473,1.7475,1.7128,1.7277,295299.52
2018/06/01 14:00:00,1.7277,1.7349,1.7181,1.7305,284221.35
2018/06/01 15:00:00,1.7285,1.83,1.7276,1.8131,409217.96
2018/06/01 16:00:00,1.8131,1.8888,1.8131,1.8534,536518.71
2018/06/01 17:00:00,1.8531,1.894,1.8391,1.8921,360522.45
2018/06/01 18:00:00,1.8921,1.912,1.8324,1.8508,344411.12
2018/06/01 19:00:00,1.8565,1.8751,1.846,1.8569,311926.51
2018/06/01 20:00:00,1.8569,1.8721,1.7685,1.7787,443089.46
2018/06/01 21:00:00,1.7787,1.83,1.774,1.8135,498947.5
2018/06/01 22:00:00,1.8145,1.846,1.8064,1.8329,325868.15
2018/06/01 23:00:00,1.831,1.8441,1.818,1.8243,248444.05
2018/06/02 00:00:00,1.8243,1.8444,1.805,1.844,386477.13
2018/06/02 01:00:00,1.844,1.8888,1.8364,1.8835,362314.36
2018/06/02 02:00:00,1.8835,1.8887,1.8252,1.8503,419520.04
2018/06/02 03:00:00,1.8514,1.8634,1.8287,1.8349,217783.56
2018/06/02 04:00:00,1.8345,1.8717,1.8289,1.8558,226723.88
2018/06/02 05:00:00,1.8507,1.865,1.8289,1.8547,237984.28
2018/06/02 06:00:00,1.8547,1.8829,1.8425,1.8584,298958.62
2018/06/02 07:00:00,1.8557,1.93,1.8557,1.9163,419592.93
2018/06/02 08:00:00,1.9164,1.9539,1.9116,1.9242,413400.17
2018/06/02 09:00:00,1.9269,1.9459,1.91,1.9152,307220.04
2018/06/02 10:00:00,1.9151,1.945,1.91,1.935,322983.26
2018/06/02 11:00:00,1.9429,1.947,1.9256,1.9352,284457.05
2018/06/02 12:00:00,1.9352,1.9422,1.9262,1.9299,191249.58
2018/06/02 13:00:00,1.93,1.94,1.9152,1.9168,307044.99
2018/06/02 14:00:00,1.9177,1.95,1.8917,1.8972,390676.22
2018/06/02 15:00:00,1.8978,1.935,1.8561,1.9033,441196.76
2018/06/02 16:00:00,1.9097,1.95,1.9,1.9313,325559.29
2018/06/02 17:00:00,1.9298,1.9415,1.8911,1.9002,301842.07
2018/06/02 18:00:00,1.9001,1.9265,1.8853,1.9152,305543.34
2018/06/02 19:00:00,1.9161,1.9175,1.8765,1.884,319313.32
2018/06/02 20:00:00,1.8871,1.8872,1.8511,1.8768,337185.27
2018/06/02 21:00:00,1.8766,1.8839,1.856,1.8616,254281.67
2018/06/02 22:00:00,1.8597,1.87,1.855,1.8619,262862.4
2018/06/02 23:00:00,1.8612,1.8998,1.86,1.8997,322044.57
2018/06/03 00:00:00,1.8997,1.93,1.8849,1.888,477069.36
2018/06/03 01:00:00,1.8899,1.8997,1.8635,1.88,277186.43
2018/06/03 02:00:00,1.8863,1.89,1.865,1.8664,264992.75
2018/06/03 03:00:00,1.8688,1.9084,1.866,1.8999,334871.61
2018/06/03 04:00:00,1.8999,1.9256,1.8914,1.9094,344310.65
2018/06/03 05:00:00,1.9138,1.92,1.8786,1.8788,214657.86
2018/06/03 06:00:00,1.8786,1.89,1.875,1.8868,276551.75
2018/06/03 07:00:00,1.889,1.9019,1.87,1.8998,316127.09
2018/06/03 08:00:00,1.8993,1.9033,1.896,1.8962,235903.46
2018/06/03 09:00:00,1.8987,1.8997,1.8899,1.8947,174167.71
2018/06/03 10:00:00,1.8939,1.908,1.8933,1.8994,358721.69
2018/06/03 11:00:00,1.9009,1.9022,1.8773,1.8896,241231.37
2018/06/03 12:00:00,1.8896,1.8937,1.8774,1.8861,264278.21
2018/06/03 13:00:00,1.8874,1.925,1.881,1.9083,247318.42
2018/06/03 14:00:00,1.907,1.917,1.8986,1.9121,222866.36
2018/06/03 15:00:00,1.9133,1.947,1.8986,1.9406,351051.16
2018/06/03 16:00:00,1.9407,1.951,1.9343,1.9501,363084.76
2018/06/03 17:00:00,1.9462,1.9776,1.94,1.9647,365918.43
2018/06/03 18:00:00,1.9647,1.9788,1.9549,1.9787,338844.89
2018/06/03 19:00:00,1.9787,1.9887,1.95,1.9554,358190.61
2018/06/03 20:00:00,1.9553,1.9668,1.943,1.961,277554.1
2018/06/03 21:00:00,1.9611,1.9775,1.9544,1.977,312495.86
2018/06/03 22:00:00,1.9708,2.0132,1.96,1.983,463076.5
2018/06/03 23:00:00,1.983,1.998,1.9501,1.9979,355263.34
2018/06/04 00:00:00,1.9979,2.0046,1.952,1.9657,303223.96
2018/06/04 01:00:00,1.9585,1.9714,1.7242,1.836,1418185.61
2018/06/04 02:00:00,1.8359,1.8414,1.7719,1.8294,611943.81
2018/06/04 03:00:00,1.828,1.8298,1.78,1.7861,383817.57
2018/06/04 04:00:00,1.7862,1.83,1.7752,1.8251,399633.33
2018/06/04 05:00:00,1.8251,1.837,1.8045,1.8302,330464.92
2018/06/04 06:00:00,1.8344,1.8344,1.785,1.7942,286585.24
2018/06/04 07:00:00,1.7972,1.8063,1.7854,1.8,325920.49
2018/06/04 08:00:00,1.8,1.8123,1.7869,1.8045,340889.21
2018/06/04 09:00:00,1.8093,1.85,1.795,1.8364,481930.48
2018/06/04 10:00:00,1.8363,1.8438,1.8013,1.8126,319956.05
2018/06/04 11:00:00,1.8127,1.8155,1.783,1.7832,324715.05
2018/06/04 12:00:00,1.7833,1.8,1.7813,1.7901,296436.29
2018/06/04 13:00:00,1.7901,1.7949,1.782,1.7899,203081.84
