년/월/일,종가,대비,거래량(주),거래대금(원),시가,고가,저가,시가총액(백만),상장주식수(주)
2016-04-29,"100,500",0,"144,488","14,457,251,300","100,000","100,500","99,500","6,777,640","67,439,208"
2016-04-28,"100,500","-1,900","245,294","24,864,846,900","103,500","103,500","100,400","6,777,640","67,439,208"
2016-04-27,"102,400",800,"167,047","17,035,274,500","102,500","103,000","101,300","6,905,775","67,439,208"
2016-04-26,"101,600","-2,700","345,534","35,664,698,000","105,600","105,700","101,600","6,851,824","67,439,208"
2016-04-25,"104,300","4,700","400,201","41,067,866,800","100,400","104,300","100,000","7,033,909","67,439,208"
2016-04-22,"99,600","-1,900","266,347","26,618,282,100","101,500","101,500","99,500","6,716,945","67,439,208"
2016-04-21,"101,500","-1,600","196,377","20,020,028,300","103,500","103,700","101,200","6,845,080","67,439,208"
2016-04-20,"103,100",600,"252,591","26,049,356,800","102,000","103,800","102,000","6,952,982","67,439,208"
2016-04-19,"102,500",300,"220,187","22,503,285,000","102,100","102,600","101,600","6,912,519","67,439,208"
2016-04-18,"102,200","1,000","261,253","26,603,193,600","101,400","102,500","100,600","6,892,287","67,439,208"
2016-04-15,"101,200",900,"180,592","18,272,401,900","101,100","101,900","100,400","6,824,848","67,439,208"
2016-04-14,"100,300",-100,"363,868","36,877,848,400","102,800","102,800","100,300","6,764,153","67,439,208"
2016-04-12,"100,400","2,600","462,246","46,555,377,000","99,100","101,900","99,100","6,770,896","67,439,208"
2016-04-11,"97,800","-1,000","200,950","19,784,608,700","99,500","99,800","97,600","6,595,555","67,439,208"
2016-04-08,"98,800",400,"209,609","20,528,783,000","97,500","98,800","96,800","6,662,994","67,439,208"
2016-04-07,"98,400","1,600","224,112","21,978,329,500","97,000","98,700","97,000","6,636,018","67,439,208"
2016-04-06,"96,800",300,"321,259","31,097,994,300","96,800","97,500","96,000","6,528,115","67,439,208"
2016-04-05,"96,500","-2,800","498,991","48,499,559,600","99,300","99,600","96,500","6,507,884","67,439,208"
2016-04-04,"99,300","-2,500","478,190","47,432,047,600","99,300","100,400","98,000","6,696,713","67,439,208"
2016-04-01,"101,800","2,600","366,275","37,259,898,200","99,600","103,500","99,500","6,851,241","67,300,994"
2016-03-31,"99,200",-900,"561,169","55,631,611,400","100,400","100,500","98,500","5,990,455","60,387,655"
2016-03-30,"100,100",-300,"350,996","35,413,619,400","100,400","101,800","99,900","6,044,804","60,387,655"
2016-03-29,"100,400",-400,"316,286","31,850,322,400","100,800","101,900","99,900","6,062,921","60,387,655"
2016-03-28,"100,800","-1,900","383,688","38,837,117,000","101,700","102,800","100,300","6,087,076","60,387,655"
2016-03-25,"102,700","-4,300","455,121","47,126,652,300","106,500","107,000","102,000","6,201,812","60,387,655"
2016-03-24,"107,000",400,"140,530","15,028,280,900","106,600","107,600","106,300","6,461,479","60,387,655"
2016-03-23,"106,600","-2,900","340,552","36,609,393,000","108,500","110,000","106,600","6,437,324","60,387,655"
2016-03-22,"109,500",-200,"384,549","41,518,522,600","108,300","109,600","106,500","6,612,448","60,387,655"
2016-03-21,"109,700","-2,500","380,718","41,605,087,800","112,200","112,200","107,700","6,624,526","60,387,655"
2016-03-18,"112,200",-100,"198,312","22,283,610,100","113,100","113,400","111,500","6,775,495","60,387,655"
2016-03-17,"112,300","2,700","284,988","31,923,520,400","111,300","112,500","110,800","6,781,534","60,387,655"
2016-03-16,"109,600","-1,800","389,061","42,808,775,900","111,400","112,500","108,700","6,618,487","60,387,655"
2016-03-15,"111,400","-1,200","312,098","34,717,018,100","112,600","113,000","110,400","6,727,185","60,387,655"
2016-03-14,"112,600","1,400","343,606","38,655,021,200","112,000","113,300","111,700","6,799,650","60,387,655"
2016-03-11,"111,200","1,100","380,648","42,151,896,800","110,000","111,900","108,800","6,715,107","60,387,655"
2016-03-10,"110,100","2,300","620,453","68,488,951,900","107,500","111,900","107,400","6,648,681","60,387,655"
2016-03-09,"107,800","1,600","339,001","36,325,725,400","106,000","108,500","105,100","6,509,789","60,387,655"
2016-03-08,"106,200",300,"341,742","36,101,712,500","106,600","107,200","104,500","6,413,169","60,387,655"
2016-03-07,"105,900","2,100","564,062","59,890,709,100","104,100","107,000","104,100","6,395,053","60,387,655"
2016-03-04,"103,800","2,300","562,840","58,094,090,200","102,400","104,600","101,300","6,245,240","60,166,088"
2016-03-03,"101,500","4,100","633,883","63,366,881,900","97,400","101,900","96,300","6,106,858","60,166,088"
2016-03-02,"97,400","2,500","416,215","40,177,643,100","95,800","97,600","95,100","5,860,177","60,166,088"
2016-02-29,"94,900",800,"213,161","20,182,577,900","95,100","95,500","94,000","5,709,762","60,166,088"
2016-02-26,"94,100",-400,"177,571","16,807,068,900","94,600","95,300","94,000","5,661,629","60,166,088"
2016-02-25,"94,500",-500,"295,384","28,069,019,300","95,900","96,800","93,400","5,685,695","60,166,088"
2016-02-24,"95,000","-1,400","350,932","33,315,407,900","96,000","96,100","94,200","5,715,778","60,166,088"
2016-02-23,"96,400","4,000","725,979","69,480,192,100","93,000","97,500","92,900","5,800,011","60,166,088"
2016-02-22,"92,400",-200,"285,597","26,462,737,200","93,000","93,400","91,500","5,559,347","60,166,088"
2016-02-19,"92,600",200,"300,078","27,725,719,300","91,500","93,400","91,500","5,571,380","60,166,088"
2016-02-18,"92,400",300,"386,095","36,038,760,900","94,300","94,600","92,300","5,559,347","60,166,088"
2016-02-17,"92,100","-2,200","382,889","35,585,636,100","93,600","95,100","92,100","5,541,297","60,166,088"
2016-02-16,"94,300","2,000","384,215","36,231,787,200","93,600","95,400","92,800","5,673,662","60,166,088"
2016-02-15,"92,300",-500,"711,070","65,957,675,800","93,100","95,000","90,600","5,553,330","60,166,088"
2016-02-12,"92,800","-7,900","986,668","93,992,041,000","99,000","100,400","92,700","5,583,413","60,166,088"
2016-02-11,"100,700","-8,200","736,337","75,222,184,700","104,500","104,900","100,700","6,058,725","60,166,088"
2016-02-05,"108,900",-400,"372,885","40,910,333,300","108,200","112,100","107,300","6,552,087","60,166,088"
2016-02-04,"109,300",100,"145,694","15,924,028,900","109,200","109,900","108,700","6,568,502","60,096,088"
2016-02-03,"109,200",500,"220,630","24,005,074,800","107,900","109,700","107,900","6,562,493","60,096,088"
2016-02-02,"108,700","-1,100","227,072","24,743,144,100","110,000","110,400","108,700","6,532,445","60,096,088"
2016-02-01,"109,800",500,"192,405","21,104,946,500","110,100","110,800","109,100","6,598,550","60,096,088"
2016-01-29,"109,300",-200,"246,942","27,052,479,500","110,000","110,600","108,700","6,568,502","60,096,088"
2016-01-28,"109,500",300,"246,640","26,899,463,000","109,700","109,900","107,700","6,580,522","60,096,088"
2016-01-27,"109,200","-3,200","535,449","59,122,465,500","113,000","113,400","108,600","6,562,493","60,096,088"
2016-01-26,"112,400",-700,"153,600","17,258,533,500","113,000","113,500","111,700","6,754,800","60,096,088"
2016-01-25,"113,100",300,"204,406","23,078,264,900","113,000","114,100","112,100","6,796,868","60,096,088"
2016-01-22,"112,800","1,800","243,916","27,492,472,500","111,100","113,800","111,000","6,778,839","60,096,088"
2016-01-21,"111,000","-1,100","327,327","36,398,882,900","111,600","112,000","110,500","6,670,666","60,096,088"
2016-01-20,"112,100","-2,000","291,592","32,892,746,400","114,300","114,300","111,600","6,736,771","60,096,088"
2016-01-19,"114,100","-2,100","565,343","63,920,391,600","115,900","116,000","111,300","6,856,964","60,096,088"
2016-01-18,"116,200","-2,500","413,388","48,135,325,900","117,200","118,000","115,200","6,983,165","60,096,088"
2016-01-15,"118,700",-200,"257,682","30,688,073,700","120,000","120,200","118,000","7,133,406","60,096,088"
2016-01-14,"118,900",-900,"285,578","33,792,654,100","118,600","119,400","117,700","7,145,425","60,096,088"
2016-01-13,"119,800","3,400","565,479","67,525,673,200","117,600","120,500","117,500","7,199,511","60,096,088"
2016-01-12,"116,400","1,700","380,917","44,482,224,900","116,000","118,800","115,500","6,995,185","60,096,088"
2016-01-11,"114,700",-500,"547,708","63,912,646,600","114,800","120,400","114,100","6,893,021","60,096,088"
2016-01-08,"115,200","-2,100","400,046","45,950,957,800","115,300","115,900","113,700","6,923,069","60,096,088"
2016-01-07,"117,300","-1,800","342,194","40,533,410,600","118,400","120,500","116,600","7,049,271","60,096,088"
2016-01-06,"119,100","2,000","544,137","64,907,159,300","118,000","121,100","117,300","7,157,444","60,096,088"
2016-01-05,"117,100","1,800","318,036","36,855,142,900","114,100","117,500","113,800","7,037,252","60,096,088"
2016-01-04,"115,300",-500,"297,687","34,653,605,900","117,500","117,500","115,300","6,929,079","60,096,088"
2015-12-30,"115,800","2,400","366,075","42,377,644,000","113,900","117,200","113,800","6,959,127","60,096,088"
2015-12-29,"113,400","2,800","284,829","32,128,344,600","111,500","113,900","111,500","6,814,896","60,096,088"
2015-12-28,"110,600",0,"324,229","36,065,566,000","112,100","112,400","110,600","6,646,583","60,095,688"
2015-12-24,"110,600",-400,"192,370","21,357,666,400","111,500","111,900","110,600","6,646,583","60,095,688"
2015-12-23,"111,000",-400,"184,184","20,529,873,700","112,000","112,200","110,900","6,670,621","60,095,688"
2015-12-22,"111,400",-800,"200,140","22,284,286,500","112,000","112,100","111,000","6,694,660","60,095,688"
2015-12-21,"112,200",100,"115,538","12,936,481,200","112,200","112,400","111,100","6,742,736","60,095,688"
2015-12-18,"112,100",700,"134,608","15,015,758,900","110,800","112,300","109,700","6,736,727","60,095,688"
2015-12-17,"111,400",200,"137,216","15,369,378,200","113,500","113,500","111,200","6,694,660","60,095,688"
2015-12-16,"111,200","2,900","190,800","21,174,648,100","109,700","112,300","109,700","6,682,641","60,095,688"
2015-12-15,"108,300",300,"278,001","30,132,186,400","108,000","109,400","107,900","6,508,363","60,095,688"
2015-12-14,"108,000","-4,700","347,343","37,868,605,000","110,200","111,700","108,000","6,490,334","60,095,688"
2015-12-11,"112,700",-100,"193,028","21,820,407,100","113,000","114,300","112,600","6,772,784","60,095,688"
2015-12-10,"112,800","-3,300","325,712","37,085,524,300","115,600","115,800","112,800","6,778,794","60,095,688"
2015-12-09,"116,100","-1,000","172,012","20,102,796,600","117,600","118,000","116,100","6,977,109","60,095,688"
2015-12-08,"117,100","-1,600","250,066","29,416,131,200","118,900","119,400","116,800","7,037,205","60,095,688"
2015-12-07,"118,700",400,"274,104","32,709,640,500","119,000","120,300","118,700","7,133,358","60,095,688"
2015-12-04,"118,300","-2,500","291,835","34,853,043,900","119,300","121,300","118,300","7,101,567","60,030,156"
2015-12-03,"120,800","1,000","540,467","63,974,960,441","116,300","121,100","116,300","7,251,643","60,030,156"
2015-12-02,"119,800",400,"602,515","73,330,265,800","121,400","123,600","119,800","7,191,613","60,030,156"
2015-12-01,"119,400","-1,200","631,065","75,491,633,700","120,800","121,700","118,300","7,167,601","60,030,156"
2015-11-30,"120,600","4,500","2,931,459","364,706,024,100","126,500","131,000","119,400","7,239,637","60,030,156"
2015-11-27,"116,100","3,800","578,210","67,236,067,400","113,200","117,500","112,900","6,969,501","60,030,156"
2015-11-26,"112,300",200,"192,558","21,655,362,400","112,300","113,200","112,000","6,741,387","60,030,156"
2015-11-25,"112,100",-700,"242,353","27,252,437,800","113,400","113,600","111,900","6,729,380","60,030,156"
2015-11-24,"112,800","-1,300","330,568","37,316,050,400","113,700","113,900","112,000","6,771,402","60,030,156"
2015-11-23,"114,100","-1,400","237,807","27,219,830,900","115,700","116,000","113,800","6,849,441","60,030,156"
2015-11-20,"115,500",200,"181,302","20,951,869,200","115,000","116,800","114,700","6,933,483","60,030,156"
2015-11-19,"115,300",700,"183,187","21,009,655,800","114,700","115,900","113,500","6,921,477","60,030,156"
2015-11-18,"114,600",-200,"223,064","25,557,777,100","114,500","116,100","113,700","6,879,456","60,030,156"
2015-11-17,"114,800",-300,"236,184","27,200,521,200","116,600","116,800","114,400","6,891,462","60,030,156"
2015-11-16,"115,100","-4,300","348,337","40,642,392,300","117,500","118,900","115,100","6,909,471","60,030,156"
2015-11-13,"119,400",400,"367,584","43,707,754,600","117,500","119,900","117,100","7,167,601","60,030,156"
2015-11-12,"119,000","7,500","842,435","99,321,826,200","114,100","120,000","114,100","7,143,589","60,030,156"
2015-11-11,"111,500",-200,"188,505","21,141,505,300","111,400","113,400","111,400","6,691,634","60,014,656"
2015-11-10,"111,700","-3,300","357,895","40,035,821,500","113,400","114,000","110,900","6,703,637","60,014,656"
2015-11-09,"115,000","-4,000","322,087","37,549,721,200","119,800","120,000","114,500","6,901,685","60,014,656"
2015-11-06,"119,000","-1,300","348,546","41,495,146,800","119,200","120,000","118,000","7,141,744","60,014,656"
2015-11-05,"120,300","5,500","954,534","113,600,675,300","115,900","120,900","115,800","7,219,763","60,014,656"
2015-11-04,"114,800","3,600","307,774","34,826,927,300","111,500","114,800","111,400","6,889,683","60,014,656"
2015-11-03,"111,200",-100,"248,764","27,642,449,100","111,500","112,600","110,100","6,673,630","60,014,656"
2015-11-02,"111,300","-2,300","283,375","31,595,530,000","112,900","113,400","110,500","6,679,631","60,014,656"
2015-10-30,"113,600","-1,100","149,633","17,063,027,900","114,600","115,500","113,500","6,817,665","60,014,656"
2015-10-29,"114,700",-200,"220,302","25,413,800,700","115,400","116,600","114,000","6,883,681","60,014,656"
2015-10-28,"114,900","1,700","323,319","36,898,305,500","113,900","115,200","113,000","6,895,684","60,014,656"
2015-10-27,"113,200",-800,"259,009","29,230,836,900","113,500","114,100","112,400","6,793,659","60,014,656"
2015-10-26,"114,000",-400,"193,822","22,138,915,100","114,700","115,500","113,100","6,841,671","60,014,656"
2015-10-23,"114,400","2,200","232,919","26,443,495,900","113,000","114,400","112,600","6,865,677","60,014,656"
2015-10-22,"112,200","-3,200","432,670","48,933,970,600","115,100","115,100","112,000","6,733,644","60,014,656"
2015-10-21,"115,400",-600,"262,297","30,379,529,600","116,100","117,300","115,100","6,925,691","60,014,656"
2015-10-20,"116,000",600,"348,614","40,568,142,600","114,300","117,900","114,300","6,961,700","60,014,656"
2015-10-19,"115,400",300,"529,059","60,314,490,700","115,100","116,200","111,800","6,925,691","60,014,656"
2015-10-16,"115,100",-900,"465,220","53,742,160,500","115,900","116,900","114,600","6,907,687","60,014,656"
2015-10-15,"116,000","-5,900","1,209,220","141,350,467,500","120,900","121,100","115,500","6,961,700","60,014,656"
2015-10-14,"121,900",800,"252,458","30,606,595,600","120,900","122,200","120,400","7,315,787","60,014,656"
2015-10-13,"121,100","-1,100","343,992","41,956,043,300","121,800","123,400","121,100","7,267,775","60,014,656"
2015-10-12,"122,200","-1,100","373,162","45,758,830,400","123,400","124,300","122,100","7,333,791","60,014,656"
2015-10-08,"123,300","-2,600","450,074","55,976,371,800","125,500","127,200","122,900","7,399,807","60,014,656"
2015-10-07,"125,900","-1,300","346,652","43,462,952,400","125,800","127,000","124,500","7,554,473","60,003,756"
2015-10-06,"127,200","-2,600","345,355","44,437,786,900","130,200","131,200","127,000","7,632,478","60,003,756"
2015-10-05,"129,800",-200,"329,723","42,900,325,900","130,500","130,900","128,500","7,788,488","60,003,756"
2015-10-02,"130,000","2,600","565,687","73,495,903,000","130,000","131,400","128,200","7,800,488","60,003,756"
2015-10-01,"127,400","1,500","1,161,547","151,097,155,600","127,700","133,400","125,500","7,644,479","60,003,756"
2015-09-30,"125,900","2,900","513,808","64,518,935,600","123,300","127,200","123,000","7,554,473","60,003,756"
2015-09-25,"123,000",100,"164,981","20,206,124,300","122,000","123,400","122,000","7,380,462","60,003,756"
2015-09-24,"122,900",-500,"174,389","21,469,147,200","124,400","124,500","122,700","7,374,462","60,003,756"
2015-09-23,"123,400",-800,"233,691","28,960,554,700","123,500","125,400","123,300","7,404,463","60,003,756"
2015-09-22,"124,200",-500,"174,988","21,738,971,800","125,000","125,200","123,800","7,452,466","60,003,756"
2015-09-21,"124,700",-800,"223,569","27,673,642,000","124,100","125,000","122,700","7,482,468","60,003,756"
2015-09-18,"125,500",400,"384,309","48,331,259,200","125,700","127,900","124,700","7,530,471","60,003,756"
2015-09-17,"125,100","-1,100","318,232","39,904,365,900","127,200","127,400","124,300","7,506,470","60,003,756"
2015-09-16,"126,200","3,500","359,776","44,977,064,400","124,600","126,200","124,000","7,572,474","60,003,756"
2015-09-15,"122,700",700,"205,063","25,140,515,072","122,500","123,500","121,800","7,362,461","60,003,756"
2015-09-14,"122,000","-2,200","410,139","50,401,453,600","125,000","126,600","120,700","7,320,458","60,003,756"
2015-09-11,"124,200",-800,"292,688","36,558,246,600","125,800","125,900","124,200","7,452,466","60,003,756"
2015-09-10,"125,000","-1,900","243,984","30,433,686,600","124,800","126,000","123,900","7,500,470","60,003,756"
2015-09-09,"126,900","4,300","298,705","37,584,205,800","125,000","127,300","124,500","7,614,477","60,003,756"
2015-09-08,"122,600","-1,400","319,209","39,235,179,000","124,400","125,400","121,500","7,356,460","60,003,756"
2015-09-07,"124,000",-700,"251,142","31,420,596,500","125,400","126,800","124,000","7,440,466","60,003,756"
2015-09-04,"124,700","-4,700","403,233","51,222,219,900","129,600","131,300","124,700","7,482,468","60,003,756"
2015-09-03,"129,400","1,300","384,122","50,396,226,800","130,300","133,300","129,000","7,756,609","59,942,884"
2015-09-02,"128,100","-2,400","534,493","68,413,014,000","127,600","129,500","126,300","7,678,683","59,942,884"
2015-09-01,"130,500","-4,400","385,728","51,129,567,500","134,000","136,000","130,500","7,822,546","59,942,884"
2015-08-31,"134,900",200,"582,297","78,118,357,200","134,700","135,200","132,000","8,086,295","59,942,884"
2015-08-28,"134,700","7,000","677,207","90,006,339,000","129,600","134,900","129,600","8,074,306","59,942,884"
2015-08-27,"127,700","-1,400","383,564","49,541,803,800","130,600","130,700","127,300","7,654,706","59,942,884"
2015-08-26,"129,100",800,"468,220","60,306,111,100","128,800","130,200","127,200","7,738,626","59,942,884"
2015-08-25,"128,300","4,300","619,862","79,112,307,100","126,100","130,900","124,100","7,690,672","59,942,884"
2015-08-24,"124,000",0,"540,710","67,291,836,500","124,000","126,200","122,000","7,432,918","59,942,884"
2015-08-21,"124,000","-1,200","739,573","90,409,726,900","120,000","125,100","119,800","7,432,918","59,942,884"
2015-08-20,"125,200","-1,200","491,329","62,291,555,300","125,700","128,800","124,500","7,504,849","59,942,884"
2015-08-19,"126,400","-4,900","939,091","119,212,709,700","129,300","130,500","124,400","7,576,781","59,942,884"
2015-08-18,"131,300","-5,800","776,549","103,828,607,400","137,300","138,200","131,200","7,870,501","59,942,884"
2015-08-17,"137,100","-3,000","729,269","101,422,838,000","142,200","142,500","137,100","8,218,169","59,942,884"
2015-08-13,"140,100","5,200","2,282,915","314,248,575,000","130,000","142,900","128,200","8,397,998","59,942,884"
2015-08-12,"134,900","1,400","1,201,227","162,615,727,500","134,600","138,500","131,500","8,086,295","59,942,884"
2015-08-11,"133,500","-2,300","1,065,953","146,659,352,800","137,000","139,700","133,100","8,002,375","59,942,884"
2015-08-10,"135,800","3,600","781,228","105,003,908,200","133,400","136,800","131,100","8,140,244","59,942,884"
2015-08-07,"132,200","4,200","718,243","94,598,292,600","129,000","133,400","128,700","7,924,449","59,942,884"
2015-08-06,"128,000","1,100","958,046","125,610,234,600","133,800","135,400","128,000","7,668,167","59,907,555"
2015-08-05,"126,900","2,200","305,989","38,461,750,900","124,700","127,300","123,500","7,602,269","59,907,555"
2015-08-04,"124,700","3,700","482,406","59,831,551,100","122,200","126,000","121,200","7,470,472","59,907,555"
2015-08-03,"121,000",100,"449,460","54,896,817,400","120,300","124,100","120,300","7,248,814","59,907,555"
2015-07-31,"120,900","-8,500","874,693","107,209,826,100","129,000","129,100","120,100","7,242,823","59,907,555"
2015-07-30,"129,400",100,"638,133","81,618,513,400","131,000","131,300","123,100","7,752,038","59,907,555"
2015-07-29,"129,300",0,"438,355","57,076,221,100","129,900","131,600","128,900","7,746,047","59,907,555"
2015-07-28,"129,300","3,100","582,250","74,185,321,400","124,900","129,900","124,400","7,746,047","59,907,555"
2015-07-27,"126,200","-1,500","623,568","78,208,258,700","126,200","128,800","122,500","7,560,333","59,907,555"
2015-07-24,"127,700","-2,300","618,347","79,160,458,000","128,900","130,700","126,500","7,650,195","59,907,555"
2015-07-23,"130,000","-1,900","484,129","63,001,887,000","131,500","132,700","129,600","7,787,982","59,907,555"
2015-07-22,"131,900",700,"517,546","68,379,652,300","131,000","133,800","129,800","7,901,807","59,907,555"
2015-07-21,"131,200","-4,600","769,050","101,563,786,300","135,200","135,300","130,700","7,859,871","59,907,555"
2015-07-20,"135,800","-3,700","771,215","106,125,020,100","140,400","141,600","135,700","8,135,446","59,907,555"
2015-07-17,"139,500","1,400","1,195,533","166,533,855,300","140,500","141,300","136,500","8,357,104","59,907,555"
2015-07-16,"138,100","7,900","1,063,184","141,937,729,200","130,500","138,800","128,300","8,273,233","59,907,555"
2015-07-15,"130,200","-2,400","720,192","94,480,386,300","133,500","134,700","129,800","7,799,964","59,907,555"
2015-07-14,"132,600","-2,200","532,595","71,081,576,000","136,100","136,400","132,100","7,943,742","59,907,555"
2015-07-13,"134,800","4,300","712,769","94,784,992,700","130,500","134,900","129,300","8,075,538","59,907,555"
2015-07-10,"130,500",-800,"942,866","124,257,680,300","131,500","135,200","128,500","7,817,936","59,907,555"
2015-07-09,"131,300","-6,800","2,046,524","269,204,797,600","136,200","137,400","127,500","7,862,973","59,885,555"
2015-07-08,"138,100",-300,"838,502","116,906,275,700","141,200","141,900","137,000","8,270,195","59,885,555"
2015-07-07,"138,400",400,"1,400,854","193,972,215,600","142,000","143,400","133,000","8,288,161","59,885,555"
2015-07-06,"138,000","-1,200","1,354,183","191,479,937,500","137,500","145,200","137,100","8,264,207","59,885,555"
2015-07-03,"139,200",900,"1,039,196","142,691,533,736","138,700","139,700","134,600","8,336,069","59,885,555"
2015-07-02,"138,300","1,700","1,564,411","216,698,306,200","139,000","141,500","135,900","8,282,172","59,885,555"
2015-07-01,"136,600","10,400","2,931,964","395,215,569,400","128,300","139,600","128,100","8,180,367","59,885,555"
2015-06-30,"126,200",200,"1,054,191","132,747,161,800","128,000","128,700","122,500","7,557,557","59,885,555"
2015-06-29,"126,000","2,500","1,532,599","193,531,391,200","121,400","128,500","121,400","7,545,580","59,885,555"
2015-06-26,"123,500","3,700","1,914,367","234,719,439,000","120,500","126,200","119,000","7,395,866","59,885,555"
2015-06-25,"119,800","5,500","1,801,342","214,142,538,500","118,000","120,400","117,100","7,174,289","59,885,555"
2015-06-24,"114,300","7,300","1,175,034","132,917,492,200","107,300","115,500","107,300","6,844,919","59,885,555"
2015-06-23,"107,000",400,"239,791","25,737,807,700","108,500","108,500","106,600","6,407,754","59,885,555"
2015-06-22,"106,600","-1,200","249,642","26,767,499,700","108,200","109,400","106,100","6,383,800","59,885,555"
2015-06-19,"107,800","2,800","346,862","37,364,148,300","108,200","109,300","106,500","6,455,663","59,885,555"
2015-06-18,"105,000","-1,400","384,281","40,510,510,700","107,000","107,100","104,400","6,287,983","59,885,555"
2015-06-17,"106,400","4,700","725,826","75,603,516,000","101,200","106,800","100,800","6,371,823","59,885,555"
2015-06-16,"101,700","-3,900","1,319,340","136,460,901,200","105,000","109,600","99,800","6,090,361","59,885,555"
2015-06-15,"105,600","-5,200","639,238","68,437,933,100","109,200","110,500","105,000","6,323,915","59,885,555"
2015-06-12,"110,800","-3,700","669,117","74,567,368,600","113,800","114,700","109,800","6,635,319","59,885,555"
2015-06-11,"114,500","-1,500","464,246","53,861,061,500","117,700","118,500","114,500","6,826,852","59,623,160"
2015-06-10,"116,000","-1,000","639,825","75,302,547,500","118,300","119,600","115,100","6,916,287","59,623,160"
2015-06-09,"117,000","2,800","790,908","92,713,717,600","115,600","118,600","115,400","6,975,910","59,623,160"
2015-06-08,"114,200","3,500","435,705","49,312,429,900","111,600","115,400","110,700","6,808,965","59,623,160"
2015-06-05,"110,700","-3,200","379,878","42,389,202,800","112,000","114,100","110,600","6,600,284","59,623,160"
2015-06-04,"113,900","2,100","323,384","36,563,255,300","112,000","114,400","112,000","6,791,078","59,623,160"
2015-06-03,"111,800",200,"468,001","53,063,457,400","111,600","115,100","111,200","6,665,869","59,623,1"
2015-06-02,"111,600","-4,700","612,457","69,369,103,400","115,200","116,000","111,600","6,653,945","59,623,160"
2015-06-01,"116,300","-1,000","720,250","84,534,301,900","119,300","120,200","115,100","6,934,174","59,623,160"
2015-05-29,"117,300","10,200","2,409,987","281,513,412,100","108,300","120,800","106,800","6,993,797","59,623,160"
2015-05-28,"107,100","-1,300","356,785","38,821,732,900","109,700","110,400","107,100","6,385,640","59,623,160"
2015-05-27,"108,400","-5,200","509,228","56,072,780,400","113,600","113,600","107,900","6,463,151","59,623,160"
2015-05-26,"113,600",600,"443,005","50,733,188,900","114,800","115,700","113,400","6,773,191","59,623,160"
2015-05-22,"113,000","-2,900","447,297","51,005,789,400","116,100","116,500","113,000","6,737,417","59,623,160"
2015-05-21,"115,900",-500,"667,952","77,395,931,600","117,700","117,800","114,300","6,910,324","59,623,160"
2015-05-20,"116,400","4,900","1,267,036","145,978,207,400","114,500","116,800","112,600","6,940,136","59,623,160"
2015-05-19,"111,500","4,500","1,093,027","121,100,856,800","107,800","112,600","107,100","6,647,982","59,623,160"
2015-05-18,"107,000","2,100","463,356","49,168,783,600","105,500","107,600","103,900","6,379,678","59,623,160"
2015-05-15,"104,900","-1,000","495,087","51,934,936,900","105,500","107,000","103,500","6,223,558","59,328,489"
2015-05-14,"105,900","5,500","1,361,889","143,338,141,400","100,300","108,600","99,900","6,282,887","59,328,489"
2015-05-13,"100,400",-700,"399,074","40,140,434,900","100,100","102,500","99,500","5,956,580","59,328,489"
2015-05-12,"101,100","-3,200","393,061","40,067,917,400","104,100","104,300","101,000","5,998,110","59,328,489"
2015-05-11,"104,300",100,"262,203","27,274,899,900","104,700","105,200","103,100","6,187,961","59,328,489"
2015-05-08,"104,200",-400,"356,894","37,526,972,400","104,600","106,900","104,200","6,182,029","59,328,489"
2015-05-07,"104,600","2,900","651,668","66,046,458,000","101,800","104,900","99,000","6,205,760","59,328,489"
2015-05-06,"101,700","-4,400","698,164","71,709,999,800","104,700","104,900","101,700","6,033,707","59,328,489"
2015-05-04,"106,100","-1,800","442,377","47,654,776,800","108,000","110,500","106,100","6,294,753","59,328,489"
2015-04-30,"107,900",800,"434,168","47,197,050,600","107,600","110,800","107,300","6,401,544","59,328,489"
2015-04-29,"107,100","-2,100","426,578","45,931,130,200","108,800","109,500","107,000","6,354,081","59,328,489"
2015-04-28,"109,200","-1,400","368,402","40,457,624,000","110,600","111,600","109,000","6,478,671","59,328,489"
2015-04-27,"110,600",-100,"275,781","30,677,423,000","111,500","112,300","110,300","6,561,731","59,328,489"
2015-04-24,"110,700","-2,800","607,208","67,719,140,900","113,500","114,000","110,000","6,567,664","59,328,489"
2015-04-23,"113,500","-2,200","539,607","61,644,371,900","115,400","116,800","113,500","6,733,784","59,328,489"
2015-04-22,"115,700","1,800","883,734","101,758,355,000","113,800","118,000","113,400","6,864,306","59,328,489"
2015-04-21,"113,900","-2,100","508,020","58,532,611,400","117,000","117,600","113,700","6,757,515","59,328,489"
2015-04-20,"116,000","1,500","569,108","65,894,170,000","113,500","116,800","113,400","6,882,105","59,328,489"
2015-04-17,"114,500",500,"1,421,540","166,517,818,200","117,900","119,400","114,100","6,793,112","59,328,489"
2015-04-16,"114,000","2,200","851,465","96,515,097,000","112,800","115,200","110,800","6,763,448","59,328,489"
2015-04-15,"111,800","-2,100","773,307","87,524,472,600","114,800","115,400","111,800","6,632,925","59,328,489"
2015-04-14,"113,900","6,800","1,840,211","206,555,707,100","107,300","115,500","107,300","6,757,515","59,328,489"
2015-04-13,"107,100",-900,"524,864","56,568,972,300","107,900","109,800","106,300","6,354,081","59,328,489"
2015-04-10,"108,000","-2,300","618,937","67,691,764,100","110,400","112,000","108,000","6,407,477","59,328,489"
