date,close,diff,open,high,low,volume
2008.12.16,4100.0,600.0,4235.0,4490.0,3600.0,1542140.0
2008.12.17,4150.0,50.0,4715.0,4715.0,4135.0,1202161.0
2008.12.18,3600.0,550.0,4100.0,4170.0,3600.0,259184.0
2008.12.19,3600.0,0.0,3560.0,3780.0,3510.0,150671.0
2008.12.22,3520.0,80.0,3635.0,3740.0,3385.0,150747.0
2008.12.23,3280.0,240.0,3525.0,3525.0,3280.0,49036.0
2008.12.24,3225.0,55.0,3340.0,3340.0,3155.0,38047.0
2008.12.26,3020.0,205.0,3215.0,3280.0,3020.0,44726.0
2008.12.29,2885.0,135.0,3000.0,3105.0,2850.0,31582.0
2008.12.30,2900.0,15.0,2855.0,3115.0,2810.0,41052.0
2009.01.02,2910.0,10.0,2920.0,3080.0,2910.0,29624.0
2009.01.05,2945.0,35.0,2950.0,3040.0,2915.0,36417.0
2009.01.06,3385.0,440.0,2920.0,3385.0,2920.0,238503.0
2009.01.07,3290.0,95.0,3405.0,3495.0,3240.0,120960.0
2009.01.08,3300.0,10.0,3205.0,3325.0,3205.0,26724.0
2009.01.09,3300.0,0.0,3370.0,3490.0,3280.0,36991.0
2009.01.12,3040.0,260.0,3370.0,3370.0,3040.0,23709.0
2009.01.13,3160.0,120.0,2950.0,3350.0,2920.0,36005.0
2009.01.14,3095.0,65.0,3160.0,3240.0,3000.0,28137.0
2009.01.15,2850.0,245.0,3015.0,3085.0,2850.0,27708.0
2009.01.16,3000.0,150.0,2905.0,3080.0,2905.0,8283.0
2009.01.19,2995.0,5.0,3120.0,3120.0,2960.0,18703.0
2009.01.20,3000.0,5.0,2930.0,3040.0,2920.0,9803.0
2009.01.21,2905.0,95.0,2920.0,3030.0,2905.0,10540.0
2009.01.22,2915.0,10.0,3090.0,3090.0,2915.0,10395.0
2009.01.23,2840.0,75.0,2900.0,2930.0,2720.0,43951.0
2009.01.28,2720.0,120.0,2890.0,2930.0,2720.0,36706.0
2009.01.29,2760.0,40.0,2720.0,2960.0,2655.0,58075.0
2009.01.30,2685.0,75.0,2770.0,2810.0,2560.0,91373.0
2009.02.02,2625.0,60.0,2695.0,2700.0,2555.0,46329.0
2009.02.03,2570.0,55.0,2635.0,2680.0,2525.0,73191.0
2009.02.04,2650.0,80.0,2630.0,2800.0,2625.0,45764.0
2009.02.05,3045.0,395.0,2670.0,3045.0,2630.0,285095.0
2009.02.06,2790.0,255.0,3065.0,3165.0,2770.0,631058.0
2009.02.09,2805.0,15.0,2815.0,2895.0,2790.0,131317.0
2009.02.10,2720.0,85.0,2875.0,2900.0,2620.0,107700.0
2009.02.11,2665.0,55.0,2600.0,2690.0,2600.0,55324.0
2009.02.12,2660.0,5.0,2670.0,2725.0,2620.0,37052.0
2009.02.13,2790.0,130.0,2665.0,2810.0,2630.0,73653.0
2009.02.16,2730.0,60.0,2755.0,2860.0,2715.0,31176.0
2009.02.17,2550.0,180.0,2720.0,2730.0,2550.0,68327.0
2009.02.18,2635.0,85.0,2550.0,2670.0,2480.0,19199.0
2009.02.19,2555.0,80.0,2650.0,2675.0,2540.0,33932.0
2009.02.20,2415.0,140.0,2560.0,2560.0,2390.0,28948.0
2009.02.23,2480.0,65.0,2410.0,2480.0,2285.0,23149.0
2009.02.24,2495.0,15.0,2400.0,2495.0,2350.0,26461.0
2009.02.25,2470.0,25.0,2515.0,2520.0,2420.0,20124.0
2009.02.26,2370.0,100.0,2435.0,2515.0,2320.0,15957.0
2009.02.27,2480.0,110.0,2390.0,2500.0,2350.0,11155.0
2009.03.02,2360.0,120.0,2460.0,2550.0,2310.0,29854.0
2009.03.03,2420.0,60.0,2360.0,2420.0,2220.0,23381.0
2009.03.04,2550.0,130.0,2450.0,2615.0,2370.0,35809.0
2009.03.05,2550.0,0.0,2595.0,2620.0,2520.0,42333.0
2009.03.06,2740.0,190.0,2420.0,2750.0,2420.0,45579.0
2009.03.09,2740.0,0.0,2790.0,2800.0,2655.0,36453.0
2009.03.10,2790.0,50.0,2740.0,2820.0,2670.0,38335.0
2009.03.11,2810.0,20.0,2800.0,2875.0,2765.0,56177.0
2009.03.12,2810.0,0.0,2830.0,2830.0,2730.0,28631.0
2009.03.13,2800.0,10.0,2850.0,2890.0,2800.0,26012.0
2009.03.16,2825.0,25.0,2805.0,2855.0,2780.0,27898.0
2009.03.17,2900.0,75.0,2825.0,2900.0,2825.0,18077.0
2009.03.18,2950.0,50.0,2920.0,3065.0,2880.0,27506.0
2009.03.19,2830.0,120.0,3000.0,3000.0,2830.0,20493.0
2009.03.20,2855.0,25.0,2870.0,2895.0,2800.0,14430.0
2009.03.23,2855.0,0.0,2880.0,2940.0,2850.0,15335.0
2009.03.24,2895.0,40.0,2900.0,2930.0,2855.0,10041.0
2009.03.25,2890.0,5.0,2920.0,2920.0,2820.0,6630.0
2009.03.26,2920.0,30.0,2845.0,2985.0,2845.0,34374.0
2009.03.27,3070.0,150.0,2970.0,3280.0,2970.0,139683.0
2009.03.30,2985.0,85.0,3070.0,3170.0,2940.0,51870.0
2009.03.31,2910.0,75.0,2985.0,3050.0,2845.0,16359.0
2009.04.01,2920.0,10.0,3095.0,3095.0,2815.0,11400.0
2009.04.02,3040.0,120.0,2925.0,3065.0,2925.0,41629.0
2009.04.03,2990.0,50.0,3100.0,3100.0,2900.0,36229.0
2009.04.06,3060.0,70.0,3050.0,3120.0,2985.0,55790.0
2009.04.07,3515.0,455.0,3125.0,3515.0,3040.0,216882.0
2009.04.08,3620.0,105.0,3515.0,3740.0,3500.0,232944.0
2009.04.09,3580.0,40.0,3695.0,3695.0,3535.0,81886.0
2009.04.10,3500.0,80.0,3620.0,3620.0,3400.0,66867.0
2009.04.13,3950.0,450.0,3620.0,4025.0,3560.0,283171.0
2009.04.14,3910.0,40.0,3900.0,4080.0,3690.0,171691.0
2009.04.15,3850.0,60.0,3770.0,4060.0,3600.0,80851.0
2009.04.16,3800.0,50.0,3930.0,4250.0,3650.0,379505.0
2009.04.17,4000.0,200.0,3850.0,4180.0,3610.0,263787.0
2009.04.20,4200.0,200.0,4050.0,4400.0,3975.0,346079.0
2009.04.21,4100.0,100.0,4100.0,4240.0,3985.0,246200.0
2009.04.22,4110.0,10.0,4185.0,4230.0,4070.0,139456.0
2009.04.23,4725.0,615.0,4150.0,4725.0,4015.0,400706.0
2009.04.24,5200.0,475.0,4915.0,5430.0,4795.0,899930.0
2009.04.27,5100.0,100.0,5200.0,5200.0,4935.0,183444.0
2009.04.28,4840.0,260.0,5180.0,5420.0,4510.0,334945.0
2009.04.29,5050.0,210.0,4770.0,5100.0,4605.0,128257.0
2009.04.30,5420.0,370.0,5240.0,5690.0,5050.0,246446.0
2009.05.04,5250.0,170.0,5320.0,5480.0,5170.0,131917.0
2009.05.06,5650.0,400.0,5250.0,5900.0,5250.0,174768.0
2009.05.07,5600.0,50.0,5650.0,5750.0,5470.0,71527.0
2009.05.08,5730.0,130.0,5470.0,6000.0,5450.0,98425.0
2009.05.11,5490.0,240.0,5700.0,5760.0,5490.0,69348.0
2009.05.12,5300.0,190.0,5500.0,5560.0,4910.0,150132.0
2009.05.13,5360.0,60.0,5200.0,5490.0,5090.0,137498.0
2009.05.14,5110.0,250.0,5200.0,5280.0,5010.0,100452.0
2009.05.15,4995.0,115.0,5070.0,5160.0,4900.0,164876.0
2009.05.18,5000.0,5.0,4965.0,5030.0,4800.0,61996.0
2009.05.19,5080.0,80.0,5030.0,5250.0,5000.0,148431.0
2009.05.20,5000.0,80.0,5050.0,5190.0,5000.0,162617.0
2009.05.21,4770.0,230.0,5130.0,5130.0,4375.0,99582.0
2009.05.22,4815.0,45.0,4770.0,4900.0,4250.0,83330.0
2009.05.25,4655.0,160.0,4810.0,4995.0,4410.0,72277.0
2009.05.26,4695.0,40.0,4765.0,4765.0,4400.0,61040.0
2009.05.27,4650.0,45.0,4700.0,4800.0,4450.0,39385.0
2009.05.28,4595.0,55.0,4625.0,4695.0,4450.0,50214.0
2009.05.29,4480.0,115.0,4630.0,4630.0,4365.0,17971.0
2009.06.01,4890.0,410.0,4560.0,4945.0,4390.0,116815.0
2009.06.02,4765.0,125.0,4950.0,4950.0,4680.0,42653.0
2009.06.03,4795.0,30.0,4700.0,4815.0,4555.0,44895.0
2009.06.04,4720.0,75.0,4795.0,5000.0,4720.0,48024.0
2009.06.05,5050.0,330.0,4720.0,5050.0,4660.0,113278.0
2009.06.08,5800.0,750.0,5750.0,5800.0,5700.0,661205.0
2009.06.09,5350.0,450.0,5610.0,5740.0,5030.0,537163.0
2009.06.10,5650.0,300.0,5450.0,5900.0,5310.0,317180.0
2009.06.11,5700.0,50.0,5620.0,5850.0,5540.0,158894.0
2009.06.12,5600.0,100.0,5790.0,5790.0,5360.0,123298.0
2009.06.15,5230.0,370.0,5580.0,5580.0,5200.0,65857.0
2009.06.16,5090.0,140.0,5080.0,5190.0,5020.0,49115.0
2009.06.17,4750.0,340.0,5090.0,5180.0,4710.0,117926.0
2009.06.18,4850.0,100.0,4770.0,4950.0,4755.0,68539.0
2009.06.19,4800.0,50.0,4990.0,4990.0,4500.0,92803.0
2009.06.22,4700.0,100.0,4870.0,4870.0,4630.0,27849.0
2009.06.23,4395.0,305.0,4620.0,4765.0,4335.0,54258.0
2009.06.24,4455.0,60.0,4480.0,4480.0,4220.0,35673.0
2009.06.25,4865.0,410.0,4365.0,5100.0,4365.0,66846.0
2009.06.26,4400.0,465.0,4770.0,4990.0,4400.0,105486.0
2009.06.29,4550.0,150.0,4550.0,4590.0,4385.0,42984.0
2009.06.30,4465.0,85.0,4550.0,4790.0,4300.0,28285.0
2009.07.01,4520.0,55.0,4465.0,4550.0,4325.0,13050.0
2009.07.02,4865.0,345.0,4580.0,4965.0,4580.0,85551.0
2009.07.03,4940.0,75.0,4860.0,4950.0,4670.0,50091.0
2009.07.06,5280.0,340.0,4955.0,5370.0,4915.0,98148.0
2009.07.07,5260.0,20.0,5300.0,5450.0,5160.0,74890.0
2009.07.08,5330.0,70.0,5200.0,5350.0,5200.0,61588.0
2009.07.09,5180.0,150.0,5350.0,5430.0,5130.0,88545.0
2009.07.10,5170.0,10.0,5200.0,5350.0,4920.0,27936.0
2009.07.13,4760.0,410.0,4965.0,5100.0,4730.0,64510.0
2009.07.14,4820.0,60.0,4950.0,4980.0,4550.0,23608.0
2009.07.15,4930.0,110.0,4820.0,4960.0,4800.0,31626.0
2009.07.16,4865.0,65.0,5000.0,5150.0,4865.0,28532.0
2009.07.17,5020.0,155.0,5040.0,5050.0,4865.0,39358.0
2009.07.20,4990.0,30.0,5020.0,5040.0,4895.0,30944.0
2009.07.21,4965.0,25.0,5100.0,5100.0,4940.0,23644.0
2009.07.22,4900.0,65.0,5020.0,5020.0,4850.0,35409.0
2009.07.23,4900.0,0.0,5000.0,5000.0,4880.0,23247.0
2009.07.24,4970.0,70.0,5040.0,5080.0,4950.0,30490.0
2009.07.27,5030.0,60.0,4995.0,5050.0,4820.0,35827.0
2009.07.28,4920.0,110.0,5030.0,5030.0,4910.0,36534.0
2009.07.29,4980.0,60.0,5010.0,5010.0,4900.0,23235.0
2009.07.30,4955.0,25.0,4920.0,5000.0,4800.0,37726.0
2009.07.31,5120.0,165.0,4970.0,5200.0,4910.0,81874.0
2009.08.03,4980.0,140.0,5180.0,5180.0,4975.0,60749.0
2009.08.04,4965.0,15.0,4980.0,5100.0,4950.0,14706.0
2009.08.05,4650.0,315.0,4995.0,4995.0,4650.0,45287.0
2009.08.06,4840.0,190.0,4520.0,4870.0,4520.0,47940.0
2009.08.07,4810.0,30.0,4895.0,4895.0,4725.0,10533.0
2009.08.10,4835.0,25.0,4875.0,4875.0,4710.0,20878.0
2009.08.11,4755.0,80.0,4755.0,4950.0,4755.0,23512.0
2009.08.12,4710.0,45.0,4935.0,4935.0,4670.0,16782.0
2009.08.13,5140.0,430.0,4725.0,5150.0,4725.0,115536.0
2009.08.14,5140.0,0.0,5250.0,5250.0,4955.0,74168.0
2009.08.17,4915.0,225.0,5060.0,5140.0,4800.0,26763.0
2009.08.18,4900.0,15.0,4915.0,4980.0,4830.0,19372.0
2009.08.19,5020.0,120.0,4900.0,5120.0,4835.0,114182.0
2009.08.20,5080.0,60.0,5040.0,5200.0,4955.0,35477.0
2009.08.21,4805.0,275.0,5080.0,5130.0,4805.0,55619.0
2009.08.24,4820.0,15.0,4940.0,5120.0,4770.0,38182.0
2009.08.25,4785.0,35.0,4835.0,4900.0,4750.0,32622.0
2009.08.26,4940.0,155.0,4800.0,4980.0,4730.0,32064.0
2009.08.27,4940.0,0.0,4940.0,5000.0,4845.0,23716.0
2009.08.28,4805.0,135.0,4850.0,4990.0,4730.0,32358.0
2009.08.31,5090.0,285.0,4960.0,5170.0,4810.0,168426.0
2009.09.01,5000.0,90.0,5080.0,5220.0,5000.0,130123.0
2009.09.02,5680.0,680.0,4950.0,5720.0,4920.0,428414.0
2009.09.03,5500.0,180.0,5680.0,5690.0,5350.0,258485.0
2009.09.04,5200.0,300.0,5500.0,5510.0,5100.0,125728.0
2009.09.07,5500.0,300.0,5240.0,5590.0,5180.0,192909.0
2009.09.08,5990.0,490.0,5490.0,6160.0,5490.0,817479.0
2009.09.09,5800.0,190.0,5980.0,5980.0,5670.0,183204.0
2009.09.10,6200.0,400.0,5840.0,6380.0,5700.0,355644.0
2009.09.11,6280.0,80.0,6150.0,6300.0,5960.0,199488.0
2009.09.14,6540.0,260.0,6500.0,6690.0,6300.0,376614.0
2009.09.15,6460.0,80.0,6590.0,6730.0,6200.0,292486.0
2009.09.16,6550.0,90.0,6570.0,6580.0,6290.0,135667.0
2009.09.17,6010.0,540.0,6540.0,6560.0,5930.0,269863.0
2009.09.18,6100.0,90.0,5920.0,6210.0,5850.0,139103.0
2009.09.21,5780.0,320.0,6100.0,6120.0,5700.0,109358.0
2009.09.22,5780.0,0.0,5780.0,5910.0,5700.0,100921.0
2009.09.23,6400.0,620.0,5840.0,6400.0,5560.0,351240.0
2009.09.24,7360.0,960.0,6380.0,7360.0,6380.0,1376178.0
2009.09.25,7350.0,10.0,7360.0,7550.0,6630.0,1983443.0
2009.09.28,8010.0,660.0,7300.0,8380.0,7090.0,1212317.0
2009.09.29,8200.0,190.0,8010.0,8250.0,7770.0,522229.0
2009.09.30,8040.0,160.0,8380.0,9300.0,7820.0,904159.0
2009.10.01,8040.0,0.0,8300.0,8490.0,7770.0,708750.0
2009.10.05,7500.0,540.0,8040.0,8980.0,7500.0,1103296.0
2009.10.06,7070.0,430.0,7700.0,7880.0,7040.0,651696.0
2009.10.07,6960.0,110.0,7200.0,7450.0,6880.0,510035.0
2009.10.08,7300.0,340.0,7100.0,7510.0,7020.0,670532.0
2009.10.09,7600.0,300.0,7330.0,7980.0,7200.0,724406.0
2009.10.12,7560.0,40.0,7730.0,7890.0,7470.0,234486.0
2009.10.13,7170.0,390.0,7560.0,7700.0,7150.0,239489.0
2009.10.14,7180.0,10.0,7180.0,7300.0,7050.0,204884.0
2009.10.15,6610.0,570.0,7270.0,7350.0,6600.0,453519.0
2009.10.16,6120.0,490.0,6610.0,6930.0,6000.0,400296.0
2009.10.19,6430.0,310.0,6190.0,6430.0,6000.0,187150.0
2009.10.20,6460.0,30.0,6430.0,6700.0,6270.0,152087.0
2009.10.21,6180.0,280.0,6470.0,6490.0,6180.0,102129.0
2009.10.22,6220.0,40.0,6130.0,6450.0,6110.0,91922.0
2009.10.23,6330.0,110.0,6440.0,6490.0,6220.0,77068.0
2009.10.26,6330.0,0.0,6430.0,6430.0,6230.0,93346.0
2009.10.27,6040.0,290.0,6330.0,6330.0,5970.0,118264.0
2009.10.28,5750.0,290.0,6100.0,6250.0,5700.0,175475.0
2009.10.29,5650.0,100.0,5650.0,5740.0,5000.0,139257.0
2009.10.30,5640.0,10.0,5690.0,5870.0,5640.0,63534.0
2009.11.02,5130.0,510.0,5340.0,5520.0,5130.0,102448.0
2009.11.03,5690.0,560.0,5250.0,5890.0,5200.0,152916.0
2009.11.04,5650.0,40.0,5820.0,5820.0,5630.0,59099.0
2009.11.05,5720.0,70.0,5710.0,5870.0,5600.0,42019.0
2009.11.06,5690.0,30.0,5790.0,5800.0,5610.0,48961.0
2009.11.09,5940.0,250.0,5650.0,6080.0,5650.0,103808.0
2009.11.10,5820.0,120.0,5980.0,6040.0,5700.0,51068.0
2009.11.11,5630.0,190.0,5950.0,5950.0,5580.0,53878.0
2009.11.12,5600.0,30.0,5660.0,5780.0,5500.0,47355.0
2009.11.13,5500.0,100.0,5700.0,5700.0,5400.0,40745.0
2009.11.16,5360.0,140.0,5570.0,5590.0,5270.0,41620.0
2009.11.17,5140.0,220.0,5360.0,5460.0,5140.0,77426.0
2009.11.18,5300.0,160.0,5080.0,5360.0,5080.0,74239.0
2009.11.19,5480.0,180.0,5110.0,5480.0,5110.0,44269.0
2009.11.20,5500.0,20.0,5480.0,5540.0,5360.0,43002.0
2009.11.23,5360.0,140.0,5580.0,5590.0,5360.0,29354.0
2009.11.24,5350.0,10.0,5500.0,5510.0,5350.0,38945.0
2009.11.25,5350.0,0.0,5430.0,5450.0,5200.0,28213.0
2009.11.26,5200.0,150.0,5440.0,5440.0,5200.0,21056.0
2009.11.27,4680.0,520.0,5180.0,5180.0,4480.0,126230.0
2009.11.30,4820.0,140.0,4800.0,4990.0,4770.0,64572.0
2009.12.01,4940.0,120.0,4710.0,4940.0,4710.0,80377.0
2009.12.02,5150.0,210.0,4965.0,5300.0,4965.0,55906.0
2009.12.03,5580.0,430.0,5390.0,5800.0,5300.0,167798.0
2009.12.04,5590.0,10.0,5580.0,5700.0,5450.0,54576.0
2009.12.07,5570.0,20.0,5590.0,5700.0,5400.0,40280.0
2009.12.08,5800.0,230.0,5600.0,5940.0,5600.0,152241.0
2009.12.09,5810.0,10.0,5790.0,5840.0,5620.0,63101.0
2009.12.10,5860.0,50.0,5950.0,5970.0,5790.0,62910.0
2009.12.11,5770.0,90.0,5860.0,5870.0,5700.0,74615.0
2009.12.14,5870.0,100.0,5730.0,5930.0,5730.0,48679.0
2009.12.15,6110.0,240.0,5930.0,6160.0,5930.0,93223.0
2009.12.16,6120.0,10.0,6110.0,6160.0,5950.0,48843.0
2009.12.17,6130.0,10.0,6180.0,6180.0,5970.0,73929.0
2009.12.18,6160.0,30.0,6100.0,6240.0,6020.0,60400.0
2009.12.21,6500.0,340.0,6230.0,6730.0,6230.0,168104.0
2009.12.22,6320.0,180.0,6560.0,6580.0,6280.0,63727.0
2009.12.23,6000.0,320.0,6320.0,6470.0,6000.0,77759.0
2009.12.24,5860.0,140.0,5980.0,6070.0,5850.0,84477.0
2009.12.28,5880.0,20.0,5880.0,5970.0,5830.0,54859.0
2009.12.29,6250.0,370.0,5890.0,6370.0,5890.0,132608.0
2009.12.30,7000.0,750.0,6430.0,7180.0,6410.0,946219.0
2010.01.04,7860.0,860.0,7120.0,8050.0,7120.0,644555.0
2010.01.05,7490.0,370.0,7860.0,7940.0,7400.0,685560.0
2010.01.06,7300.0,190.0,7600.0,7650.0,7180.0,242868.0
2010.01.07,6950.0,350.0,7400.0,7630.0,6830.0,377172.0
2010.01.08,7990.0,1040.0,7990.0,7990.0,7740.0,241193.0
2010.01.11,8260.0,270.0,9180.0,9180.0,8100.0,1640276.0
2010.01.12,9490.0,1230.0,8160.0,9490.0,7850.0,3411632.0
2010.01.13,8580.0,910.0,9490.0,10100.0,8580.0,3710102.0
2010.01.14,8410.0,170.0,8660.0,8780.0,8240.0,981484.0
2010.01.15,8360.0,50.0,8470.0,9060.0,8320.0,1254708.0
2010.01.18,8460.0,100.0,8340.0,8780.0,8160.0,484418.0
2010.01.19,8100.0,360.0,8490.0,8790.0,8020.0,510117.0
2010.01.20,7660.0,440.0,8210.0,8250.0,7450.0,470202.0
2010.01.21,7660.0,0.0,7460.0,7820.0,7410.0,388777.0
2010.01.22,7330.0,330.0,7500.0,7690.0,7050.0,302840.0
2010.01.25,7220.0,110.0,7300.0,7730.0,7050.0,368330.0
2010.01.26,7800.0,580.0,7320.0,7800.0,7060.0,319242.0
2010.01.27,7500.0,300.0,8090.0,8090.0,7500.0,418853.0
2010.01.28,7100.0,400.0,7510.0,7620.0,6800.0,237731.0
2010.01.29,6370.0,730.0,6940.0,7030.0,6150.0,248924.0
2010.02.01,6520.0,150.0,6370.0,6840.0,6300.0,176295.0
2010.02.02,6510.0,10.0,6630.0,6980.0,6510.0,159482.0
2010.02.03,6850.0,340.0,6690.0,6850.0,6550.0,118594.0
2010.02.04,7020.0,170.0,6980.0,7190.0,6750.0,126740.0
2010.02.05,6530.0,490.0,6310.0,6770.0,6310.0,138363.0
2010.02.08,6330.0,200.0,6750.0,6750.0,6330.0,71299.0
2010.02.09,6370.0,40.0,6200.0,6440.0,6000.0,99950.0
2010.02.10,6240.0,130.0,6530.0,6540.0,6210.0,51327.0
2010.02.11,6450.0,210.0,6290.0,6450.0,6220.0,56937.0
2010.02.12,6650.0,200.0,6520.0,6700.0,6420.0,46384.0
2010.02.16,6710.0,60.0,6650.0,6740.0,6600.0,51612.0
2010.02.17,6830.0,120.0,6800.0,6970.0,6650.0,149451.0
2010.02.18,6550.0,280.0,6840.0,6900.0,6550.0,107691.0
2010.02.19,6150.0,400.0,6550.0,6670.0,6130.0,145624.0
2010.02.22,6240.0,90.0,6300.0,6430.0,6240.0,41140.0
2010.02.23,6810.0,570.0,6400.0,6830.0,6250.0,153876.0
2010.02.24,6770.0,40.0,6740.0,7130.0,6710.0,167384.0
2010.02.25,6710.0,60.0,6810.0,7000.0,6680.0,113361.0
2010.02.26,6830.0,120.0,6900.0,6950.0,6710.0,88236.0
